Province,Town,Email,Phone,Website,Website1,Gender,Language,Curriculum,GradeMin,GradeMax,OpeningHours,Description,Address
Kwazulu Natal,Kwambonambi,info.grantleigh@curro.co.za,,,https://saprivateschools.co.za/listing/grantleigh-pre-school/,CAPS,,Kwazulu Natal,Facebook,Twitter,7:00 am - 3:00 pm,"This school's description is currently being updated and will appear within the near future.District Road P386 Mposa, 3915, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:12 am local time","District Road P386 Mposa, 3915, South Africa"
Gauteng,Roodepoort,opti-baby-ruimsig@saprivateschools.co.za,https://www.parklands.co.za/,,https://saprivateschools.co.za/listing/opti-baby-kids-ruimsig-pre-school/,English,IEB,,Ruimsig,Grade RR,7:00 am - 3:00 pm,"At Opti-Baby & Kids we create a place of wellbeing and joy â€“ to bring parents like you the enormous comfort that comes with knowing your little one is cared for and thriving. These are our philosophies and values that shape Opti-Baby & Kids experiences and set us apart from other day-care centres.524 Hole-In-One Ave, Ruimsig, Roodepoort, 1724, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:12 am local time","524 Hole-In-One Ave, Ruimsig, Roodepoort, 1724, South Africa"
Westdene,Gauteng,info@orban.co.za,,,https://saprivateschools.co.za/listing/orban-private-primary-school/,Tourism,Economics,Visual Arts,Consumer Studies,Agricultural technology,7:00 am - 3:00 pm,"Orban is a Christian based private primary and pre-primary school. The school accommodates Afrikaans and English children between the ages of 1 and 14. Orban is situated in Melville, and serves adjacent areas such as Northcliff, Auckland Park and Westdene. Some learners even come from as far as Florida and Roodepoort. Our school offers unique educational opportunities with a special focus on music, art and drama. For 5 years in a row, Orban Primary School has been award by the National Eisteddfod: ""Best overall achievement of schools in Johannesburg region.""49 Winchester St, Westdene, Johannesburg, 2092, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:12 am local time","49 Winchester St, Westdene, Johannesburg, 2092, South Africa, South Africa"
Belgravia,Northern Cape,stcypriansgrammar@gmail.com,,,https://saprivateschools.co.za/listing/st-cyprians-grammar-primary-school/,Agricultural Management Practices,History,Agricultural Sciences,Dramatic Arts,Computer Applications Technology (CAT),7:00 am - 3:00 pm,"St. Cyprian's Grammar School in Kimberley, South Africa, is a co-educational English-medium independent school for Grades R and 1-12, attached to St Cyprian's Cathedral (Anglican Diocese of Kimberley and Kuruman, Anglican Church of Southern Africa). In its present form it opened its doors to 83 students on 21 January 2009. See Kimberley area on map to see other schools nearby.5 Park Rd, Belgravia, Kimberley, 8301, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:12 am local time","5 Park Rd, Belgravia, Kimberley, 8301, South Africa"
Newcastle,Kwazulu Natal,acc1@telkomsa.net,https://www.almamaterinternationalschool.co.za/,,https://saprivateschools.co.za/listing/aletheia-christian-primary-school/,English,IEB,,Twitter,Instagram,7:00 am - 3:00 pm,"The School provides Christian based education from Grade R to Grade 12, to children in the greater Newcastle area. The School uses the ACE (Accelerated Christian Education) programme, as adapted and supplied by School of Tomorrow, to meet the requirements of the South African Core Curriculum. The mission of the school is aligned in 5 parts 1. Hands (heal): Eph 6:13 ""Wherefore take unto you the whole armor of God, that ye may be able to withstand in the evil day, and having done all, to stand.; 2. Arms (reach): To reach every child with the truth of God's word, to where possible reach beyond our school borders to all and in any way we can. Prov. 22:6; 3. Words (teach): To uphold and use God's word as the absolute truth. By assisting parents to develop each child in the spiritual, emotional, intellectual, physical and social sphere of their lives through God's word. Gemsbok, CNR Memel &, Hutten Heights, Newcastle, 2940, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:12 am local time","Gemsbok, CNR Memel &, Hutten Heights, Newcastle, 2940, South Africa"
Kwazulu Natal,Pietermaritzburg,marketing1@stnicholas.co.za,,,https://saprivateschools.co.za/listing/st-nicholas-diocesan-primary-school/,IEB,,Kwazulu Natal,Instagram,YouTube,7:00 am - 3:00 pm,"St Nicholas Diocesan School is an Independent Anglican School for boys and girls. Its aim is to offer an excellent education and to provide a secure and caring environment where children from Grade RR to Grade 12 are given opportunities to realise their potential. At. St Nicholas, the needs of the whole child are catered for - intellectual, emotional, physical, spiritual and cultural. Teachers are familiar and caring. The school is small enough for your child not to be just a number. Our aim is for your child to develop holistically through a fun learning environment. Nicholas provides education from Grade RR right through to Matric ? See Pietermaritzburg area on map to see other schools nearby.34 Jabu Ndlovu St, Pietermaritzburg, 3201, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:12 am local time","34 Jabu Ndlovu St, Pietermaritzburg, 3201, South Africa"
Northern Cape,Olifantshoek,hsohoek@telkomsa.net,,,https://saprivateschools.co.za/listing/hoerskool-olifantshoek-akademie-high-school/,CAPS,,Northern Cape,Instagram,YouTube,7:00 am - 3:00 pm,"This school's description is currently being updated and will appear within the near future.4 Bowden Str, Olifantshoek, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:12 am local time","4 Bowden Str, Olifantshoek, South Africa, South Africa"
Eastern Cape,Port Elizabeth,siembambape@gmail.com,,,https://saprivateschools.co.za/listing/siembamba-pre-pre-school/,CAPS,,Eastern Cape,Grade RR,Grade R,7:00 am - 3:00 pm,"Since 1988 our family-run school serves the children of our community, with 3 teachers and 4 teaching assistants to support us. Elri van Heerden, the school principal and grade R teacher, has a four-year qualification and eight years of experience as a Foundation Phase teacher. She also is a qualified grade R teacher with twelve years of experience in educating grade R learners and also children with severe learning challenges. We serve Afrikaans as well as English speaking children.40 Luneville Rd, Lorraine, Gqeberha, 6070, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:12 am local time","40 Luneville Rd, Lorraine, Gqeberha, 6070, South Africa"
Gauteng,Centurion,admin@zwartkopcs.co.za,,,https://saprivateschools.co.za/listing/zwartkop-christian-pre-school/,CAPS,,Gauteng,Facebook,Twitter,7:00 am - 3:00 pm,"The Zwartkop Christian School partners with Christian parents to: provide a Biblically integrated education which equips students embrace Biblical truth, to strive for academic excellence and to exemplify Christlike servant hoods in homes, churches and communities. See Centurion Schools 
142 Pine Ave, Bronberrick, Centurion, 0157, South Africa142 Pine Ave, Bronberrick, Centurion, 0157, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:12 am local time","142 Pine Ave, Bronberrick, Centurion, 0157, South Africa"
Western Cape,Noordhoek,capella@capellahouse.co.za,,,https://saprivateschools.co.za/listing/capella-house-pre-and-primary-pre-school/,CAPS,,Western Cape,Grade RR,Grade R,7:00 am - 3:00 pm,"Consider Capella House is an independent, progressive, child-centred school. We have an eclectic approach with elements of Montesorri, Reggio Emilia (see African Reggio Emilia Alliance - AREA) and Philosophy for Children (P4C). We are acknowledged for having a unique approach to discipline and providing an environment where children self-enrol and look forward to coming to school. Capella House is located in the Noordhoek/Kommetjie/Fish Hoek ValleyBanks Rd, Fish Hoek, Cape Town, 7975, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:12 am local time","Banks Rd, Fish Hoek, Cape Town, 7975, South Africa"
Eastern Cape,Port Elizabeth,manager@tinytots-pe.co.za,,,https://saprivateschools.co.za/listing/tinytots-pre-primary/,CAPS,,Eastern Cape,Grade RR,Grade R,7:00 am - 3:00 pm,"Tiny Tots Pre-Primary opened its doors during 1991. The school is registered to cater for 120 children. The school was sold to the current owners Danie and Hester Pieterse in September 2014. Danie worked at the Department of Correctional Services for 23 years and Hester is currently working at Uviwe Child and Youth Services (formally known as P.E. Childline and Family Centre) since 1995. They started off at Tiny Tots as parents and are now the proud new owners. Mrs Lee-Ann Dean is the manageress of Tiny Tots since 2005 and will continue in that position.2 Sunninghill Ave, Brentwood Park, Gqeberha, 6025, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:13 am local time","2 Sunninghill Ave, Brentwood Park, Gqeberha, 6025, South Africa"
Kwazulu Natal,North Coast,kbackhouse@crawfordinternational.co.za,,,https://saprivateschools.co.za/listing/crawford-international-college-la-lucia/,CAPS,,Kwazulu Natal,Facebook,Twitter,7:00 am - 3:30 pm,"Crawford International La Lucia College is a unique environment. Being a progressive educational institution, it provides opportunities for students to thrive as individuals. Teachers create a vibrant, stimulating and enjoyable environment where their aim is to teach independent thinking and to encourage habits of work and study which equip each student to succeed.79 Armstrong Ave, La Lucia, Durban, 4001, South AfricaMonday7:00 am - 3:30 pmTuesday7:00 am - 3:30 pmWednesday7:00 am - 3:30 pmThursday7:00 am - 3:30 pmFriday7:00 am - 3:30 pmSaturdayClosedSundayClosed
							November 8, 2024 10:13 am local time","79 Armstrong Ave, La Lucia, Durban, 4001, South Africa"
Harrismith,Free State,office@harriston.co.za,,,https://saprivateschools.co.za/listing/harriston-pre-school/,CAPS,,Harrismith,Facebook,Twitter,7:00 am - 3:00 pm,"Harriston is an English-medium, independent school in Harrismith in the beautiful eastern Free State of South Africa. The school comprises three parts, the Pre-Primary (ages 1 to 5), the Primary (ages 6 to 12) and the High school (ages 13 to 18). We are an independent, Christian-based school, with an emphasis on quality school education. Our classes are relatively small, averaging 17. We offer weekly boarding for high school pupils who live further away, and we have an active sports programme for all pupils. We also offer a wide range of other extra-mural and off-campus activities, especially being able to make use of a range of venues in the magestic Drakensberg and Maluti mountains nearby.45 Mauritz St, Harrismith, 9880, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:13 am local time","45 Mauritz St, Harrismith, 9880, South Africa"
Gauteng,Centurion,vanschalkwyk.mari@gmail.com,,,https://saprivateschools.co.za/listing/crafford-akademie-high-school/,IEB,,Gauteng,Instagram,YouTube,7:00 am - 3:00 pm,"VISIE: Om 'n stimulerende leeromgewing daar te stel wat elke leerder se individuele potensiaal sal maksimaliseer en sal verseker dat die leerder goed toegerus is om die uitdagings van onderwys, werk en lewe te ontmoet. WAARDES: Respek Lojaliteit Goeie maniere Eerlikheid Verdraagsaamheid Selfdissipline Hardwerkendheid. See Centurion Schools For school fees and other admissions information, 111 Maraboe Ave, Rooihuiskraal, Centurion, 0157, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:13 am local time","111 Maraboe Ave, Rooihuiskraal, Centurion, 0157, South Africa"
Western Cape,Winelands,stellenboschmontessori@gmail.com,https://www.summerhill-school.co.za/,,https://saprivateschools.co.za/listing/stellenbosch-montessori-pre-school/,English,CAPS,,Stellenbosch,Grade RR,7:00 am - 3:00 pm,"We've been in Paradyskloof Stellenbosch, since 1996. We are passionate about early childhood and even more passionate about using Montessori principles to create the optimal learning environment for your child. Come visit us and see how we can serve your family. We have a holistic curriculum, designed to flex with your child's needs and pace of development. We emphasize social skills, leadership, independence, motor coordination, self awareness and control, and overall peaceful living. Our teachers are Montessori professionals. All of our staff have a 2-year Montessori college diploma or higher. We also hold memberships from the South African Montessori Association and years of experience working with young children.41 Paradyskloof Rd, Paradyskloof, Stellenbosch, 7600, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:13 am local time","41 Paradyskloof Rd, Paradyskloof, Stellenbosch, 7600, South Africa"
North West,Mmabatho,mmsprivateschool@hotmail.com,,,https://saprivateschools.co.za/listing/maggies-millennium-private-primary-school/,IEB,,North West,Facebook,Twitter,7:00 am - 3:00 pm,"MMS Private School is registered with the North West Department of Education since 2000. We follow the same National Curriculum as any other Public school. What makes us different is that, specialized and individualized education methods are utilized to guarantee success with each enrolled student. All our educators are S.A.C.E registered.Unit 14, Mmabatho, Mafikeng, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:13 am local time","Unit 14, Mmabatho, Mafikeng, South Africa"
Kwazulu Natal,Durban,ms@marisstella.co.za,,,https://saprivateschools.co.za/listing/maris-stella-primary-school/,Accounting,Music,African Languages,Tourism,Economics,7:00 am - 3:00 pm,"Maris Stella caters for girls from Pre-school to Matriculation. It is a unique, multi-faceted school, comprising five schools in one. The range of age groups easily promotes a family feeling, and all races and denominations are catered for. ? Maris Stella - Private Girls School, Essenwood, Durban, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:13 am local time","Maris Stella - Private Girls School, Essenwood, Durban, South Africa, South Africa"
Kwazulu Natal,North Coast,lalucia@redwoodschools.co.za,,,https://saprivateschools.co.za/listing/redwood-primary-school-la-lucia/,Gymnastics,Netball,Rugby,Cricket,Music,7:00 am - 3:00 pm,"Redwood Schools are positioned to positively impact education through the delivery of innovative education solutions whilst remaining grounded in a solid Christian ethos and culture. The objective is to develop a footprint of branded schools that deliver academic excellence that is relevant in a fast-developing world.
Redwood Schools stand tall as centres of academic excellence with a strong value system and commitment to both community and individuals.
The Redwood School ecosystem seeks to provide a vibrant learning environment for all learners – a place of shelter, a place called home, a place where individuals are valued, a place where values are essential, learning is central, and potential is released.
The brand mantra is BETTER TOGETHER and this is inferred from the idea of belonging to something greater than the sum of the parts.Redwood College applies innovative solutions which embrace blended learning. The benefits of eLearning are combined with traditional face-to-face teaching as well as self-paced learning schedules. This forward-thinking approach facilitates academic rigour whilst ensuring that each learner is able to master content. The result is motivated learners who are inspired to learn more.
Our teaching philosophy is built on the understanding that profound learning takes place through discovery, creativity and critical thinking. We create an environment that facilitates mastery through discovery and experience and ensures a personalised approach where learners can reach their own potential.34 Ronan Rd, La Lucia, Durban, 4051Monday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:13 am local time","34 Ronan Rd, La Lucia, Durban, 4051"
Eastern Cape,Port Elizabeth,info@dolfyntjie.co.za,,,https://saprivateschools.co.za/listing/dolfyntjie-pre-primary/,English,Afrikaans,CAPS,Grade RR,Grade R,7:00 am - 3:00 pm,"Dolfyntjie Pre Primary is a Bilingual School (English / Afrikaans) in Summerstrand, Port Elizabeth that specializes in the teaching of toddlers from 18 months to Grade R.54 Louis Botha, Summerstrand, Gqeberha, 6001, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:13 am local time","54 Louis Botha, Summerstrand, Gqeberha, 6001, South Africa"
