Province,Town,Email,Phone,Website,Website1,Gender,Language,Curriculum,GradeMin,GradeMax,OpeningHours,Description,Address
Gauteng,Randburg,swanprep@gmail.com,,,https://saprivateschools.co.za/listing/swan-prep-nursery-primary-school/,IEB,,Gauteng,Facebook,Twitter,7:00 am - 3:00 pm,"Swan Prep & Nursery School After 48 years in the same family the school is naturally well established and well equipped. The 3rd and 4th generations is currently running the school. 3rd generation owner - Mrs Liza Komlosy - B Prim Ed 1984 RAU. The 4th generation owner, Crystal, is now 25 years of age. - She has completed B.Bus.Sci 2011 at Monash university and will continue her studies in education at Unisa while she works full time at the school. More than 100 years of teaching experience at the school. The current teachers all together have more than a hundred years of experience at the school all together. 3 of the teachers have been at the school since 1968 including the principal. The staff is wonderful, happy in their work and work together as a team to keep all the little ones happy and secure. Excellent facilities Very few nursery schools could boast with... A Music centre - fully equipped with 2 pianos, 1 keyboard, 150 percussion instruments, xylophones, a huge base drum, instruments from other countries, instruments from the past, homemade instruments etc. 18-22 Stamvrug Cres, Moret, Randburg, 2194, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:25 am local time","18-22 Stamvrug Cres, Moret, Randburg, 2194, South Africa"
Western Cape,Noordhoek,janiscaplen@hotmail.com,,,https://saprivateschools.co.za/listing/noordhoek-montessori-pre-school/,CAPS,,Western Cape,Grade RR,Grade R,7:00 am - 3:00 pm,"Montessori Pre-School established in 2000. Small, nurturing environment in a rural setting. Experienced, caring and friendly staff.Noordhoek Montessori, Wolf Power Close, Crofters Valley, Cape Town, South Africa, South AfricaNoordhoek Montessori, Wolf Power Close, Crofters Valley, Cape Town, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:25 am local time","Noordhoek Montessori, Wolf Power Close, Crofters Valley, Cape Town, South Africa, South Africa"
Gauteng,Jhb South,info@kidzatplay.co.za,,,https://saprivateschools.co.za/listing/kidzplay-pre-school/,CAPS,,Gauteng,Facebook,Twitter,7:00 am - 3:00 pm,"At KIDZ@PLAY we always try and have fun, whether it's whilst learning in the class or playing on the playground, we incorporate fun and laughter into every teachable moment throughout the day, our kids are always encouraged to enjoy life and embrace each new adventure that comes their way. Our teachers and support staff inspire your little one to be the best that they can be at all times.9 Extention St, Pacaltsdorp, George, 6534, South Africa9 Extention St, Pacaltsdorp, George, 6534, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:25 am local time","9 Extention St, Pacaltsdorp, George, 6534, South Africa"
Ballito,Kwazulu Natal,ronelle.naidoo13@gmail.com,,,https://saprivateschools.co.za/listing/learning-centre-ballito-high-school/,CAPS,,Ballito,Facebook,Twitter,7:00 am - 3:00 pm,"Douglas Crow Drive Ballito Ballito Kwazulu-NatalUnit 12 Home and Decor Centre, Douglas Crowe Drive, Dolphin Coast, 4399, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:25 am local time","Unit 12 Home and Decor Centre, Douglas Crowe Drive, Dolphin Coast, 4399, South Africa"
Mpumalanga,White River,lynette@flamboyantschool.co.za,,,https://saprivateschools.co.za/listing/flamboyant-primary-school/,Computer Applications Technology (CAT),Engineering Graphics and Design,Electrical Technology,Life Sciences,Mathematical Literacy,7:00 am - 3:00 pm,"Flamboyant is an independent school which aims to be the centre of remedial education in Mpumalanga, offering a highly specialised service. At Flamboyant we aim to assist pupils to realise their full potential in a well structured, caring environment. We aspire to overcome the barriers of learning difficulties, enabling each individual child to become a productive member of society. 26 Tom Lawrence Street, White River, 1240, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:25 am local time","26 Tom Lawrence Street, White River, 1240, South Africa"
Gauteng,,deanne@stmarys.pta.school.za,,,https://saprivateschools.co.za/listing/st-marys-dsg-pretoria-high-school/,CAPS,,Gauteng,,,7:00 am - 3:00 pm,"St Mary's DSG offers the finest all-round education to over 850 girls from Grade 0 to Matriculation. The school limits its classes to educationally manageable sizes, enabling staff to cater for the needs of each individual. In addition, it seeks to achieve a balance between spiritual, moral, academic, cultural and physical development. Our girls leave here with the ability to set a fine example to others - an ability they learn from the caring, committed, warm environment that surrounds them throughout their schooling. MISSION STATEMENT To provide holistic, high-quality, relevant, global education within a stimulating, Christian and caring environment, which gives every girl the confidence and skills to develop to her full potential and which prepares her for the challenges of the future. VISION To be the first choice of school for girls in Pretoria and beyond. To produce the best-educated girls in Southern Africa. For school fees and other admissions information, please contact us below by emailing or completing the form at the bottom of this page.Duxbury Rd, Hillcrest, Pretoria, 0083, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:25 am local time","Duxbury Rd, Hillcrest, Pretoria, 0083, South Africa"
Gauteng,Jhb South,johannesburg@taalct.co.za,,,https://saprivateschools.co.za/listing/taal-net-johannesburg-primary-school/,African Languages,Physical Sciences,Afrikaans,Visual Arts,Geography,7:00 am - 3:00 pm,"Study the Taal-Net way is the flexible, accessible way to brush up on your skills, advance your career and realize your dreams. Taal-Net International makes it easier for you. You will also have access to individual attention from qualified tutors and other support staff. aal-Net is a group of schools that offer a world class learning environment for Primary, High school, Matric classes, Computer Courses, Business Courses and IT consultancy and outsourcing services. We are registered for both Primary and High Schools with the Department of Basic Education and Higher Education and Training respectively. ? 63 Turf Club St, Turffontein, Johannesburg South, 2140, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:25 am local time","63 Turf Club St, Turffontein, Johannesburg South, 2140, South Africa"
Gauteng,Faerie Glen,kidsacademy@mweb.co.za,,,https://saprivateschools.co.za/listing/kiddies-academy-faerie-glen-pre-school/,CAPS,,Gauteng,Grade RR,Grade R,7:00 am - 3:00 pm,"Kiddies Academy CC has been a leading provider of exceptional quality care & early year's education for the past 18 years. The founders, Mrs. Z. Kriek & Mrs. C. Jooste both Educational Psychologists, has stayed true to their commitment & approach to childcare: Creating a warm, secure, friendly environment where each child is encouraged to reach their full potential through praise, sensitivity & mutual respect. To maintain well organised, aesthetically & environmentally appealing facilities. To provide a care facility where parents are happy to leave their children secure in the knowledge that their children will receive the highest quality childcare & education.338 Kommetjie Cres, Garsfontein, Pretoria, 0042, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:25 am local time","338 Kommetjie Cres, Garsfontein, Pretoria, 0042, South Africa, South Africa"
Western Cape,Blouberg,admin@bloubergrantpreprimary.co.za,,,https://saprivateschools.co.za/listing/bloubergrant-pre-primary/,IEB,,Western Cape,Grade RR,Grade R,7:00 am - 3:00 pm,"Bloubergrant Pre-Primary school is a well-established school, offering an exciting daily programme which ensures optimal development of learners between the ages of 3-6 years. We encourage the development of social, emotional, physical and intellectual skills enabling the child the opportunity to reach their full potential. Our school, set in park-like surroundings, has been in operation for over 30 years. We are an independent private school, registered and subsidised by the Western Cape Education Department. We follow the NCF and CAPS program. We are a community-based school and strive each year to assist learners from underprivileged backgrounds. We are a registered NPO and we are also part of GTEF. Greater Table View Educare Forum.4 Curlewis Rd, Blouberg Rise, Cape Town, 7441, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:25 am local time","4 Curlewis Rd, Blouberg Rise, Cape Town, 7441, South Africa"
Western Cape,Knysna,K.Trollip@Oakhillschool.co.za,,,https://saprivateschools.co.za/listing/oakhill-high-school/,CAPS,,Western Cape,Instagram,YouTube,7:00 am - 3:00 pm,"Oakhill School is a co-educational day school, situated in the beautiful town of Knysna on the Garden Route in the Western Cape. The School has an outstanding academic record, with a 100% pass rate in the IEB examination since its inception. Oakhill also has a fine reputation in sports, music, art and drama. ? Sports Campus Oakhill School has purchased 17 hectares of land in the rural suburb of Welbedacht. Phase 1 of the development of this land is already complete and includes a state-of-the-art water-based Astroturf, as well as hockey, rugby, soccer, cricket and netball fields. Despite Oakhill's lack of bigger sports facilities in the past, the school has produced magnificent results against peer schools. 68 Oakhill students over both Prep and College represented their Province in their respective sporting disciplines in 2013. Kevin Evans, Michelle Eray, Rosie Finn and Mikayla Oliver are some of the past Oakhill College students who have achieved their national colours for sport.Oakhill School, Uitsig Street, Heuwelkruin, Knysna, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:25 am local time","Oakhill School, Uitsig Street, Heuwelkruin, Knysna, South Africa, South Africa"
Bedfordview,Gauteng,bedfordview@crawfordinternational.co.za,,,https://saprivateschools.co.za/listing/crawford-preparatory-italia-pre-school/,IEB,,Bedfordview,Grade RR,Grade R,7:00 am - 3:00 pm,"Experienced local and international teachers lead our programmes and tap into the inquiring minds of our future changemakers. We personalise the learning journey for each student as we mentor them towards making informed choices, and we aspire to provide students with the best possible all-round education making our school one of the top private schools in Bedfordview.7 Marais Rd, Bedfordview, Johannesburg, 2008, South Africa7 Marais Rd, Bedfordview, Johannesburg, 2008, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:25 am local time","7 Marais Rd, Bedfordview, Johannesburg, 2008, South Africa"
North West,Hartbeespoort,info@themcs.co.za,,,https://saprivateschools.co.za/listing/mountain-cambridge-primary-school/,Mechanical Technology,Information Technology,English,Music,African Languages,7:00 am - 3:00 pm,"Our school motto is based upon 6 core values: hard work, honesty, respect, discipline, trust and enthusiasm. These values serve as a compass pointing out what it means to be true to oneself. Honouring these values will guide our students in fulfilling their goals. We give a lot of thought to the ideals of honesty, loyalty and friendship and ensure that we speak of them often and that they are evidenced in what we do on a daily basis. The nurturing environment engenders a spirit of generosity. Reaching out to others less fortunate than ourselves is always a pleasure and is done with enthusiasm and love. Mountain Cambridge School, Hartbeespoort, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:25 am local time","Mountain Cambridge School, Hartbeespoort, South Africa, South Africa"
Belgravia,Northern Cape,stcypriansgrammar@gmail.com,,,https://saprivateschools.co.za/listing/st-cyprians-grammar-pre-school/,CAPS,,Belgravia,Grade RR,Grade R,7:00 am - 3:00 pm,"St. Cyprian's Grammar School in Kimberley, South Africa, is a co-educational English-medium independent school for Grades R and 1-12, attached to St Cyprian's Cathedral (Anglican Diocese of Kimberley and Kuruman, Anglican Church of Southern Africa). In its present form it opened its doors to 83 students on 21 January 2009.5 Park Rd, Belgravia, Kimberley, 8301, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:25 am local time","5 Park Rd, Belgravia, Kimberley, 8301, South Africa"
Western Cape,Cape Town,bjacoby@abbotts.co.za,,,https://saprivateschools.co.za/listing/abbotts-college-century-gate/,IEB,,Western Cape,Facebook,Twitter,7:00 am - 3:00 pm,"Abbotts College, Century Gate, continues to enhance the unsurpassed reputation that the original College has established since it was founded in 1971. The College caters for the needs of students in Grade 10, 11 and 12. Well-equipped classrooms are grouped around a central atrium which is the focal point of the campus providing natural light to the student recreation area and tuck shop. We are also very proud of our exciting Art and Design space. The College also boasts a Modern Computer Room, Science Lab and Fully Equipped Kitchen and Restaurant. Also offered are appropriate extra-mural activities that ensure students are well prepared, not only for examinations, but also for the work place. Sport is offered in response to the interests of students. Indoor cricket, soccer, sailing and surfing are just some of the activities that are enjoyed. Traditional student activities are also catered for. Every year we have inter-campus sports days, cultural evenings, a matric dance, awards evenings and the Grade 12 Graduation.8 Eddision Way, Century Gate, Cape town, western cape, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:26 am local time","8 Eddision Way, Century Gate, Cape town, western cape, South Africa"
Western Cape,Cape Town,info@villamariaeducare.co.za,,,https://saprivateschools.co.za/listing/villa-maria-educare-pre-school/,CAPS,,Western Cape,Facebook,Twitter,7:00 am - 3:00 pm,"The professional and qualified staff of Villa Maria Educare encourage children to accept themselves and develop vital social skills in a pre-school environment. As a team, we try to build up a child's esteem and nurture the desire to learn. We offer good quality education and care to children from the age of 1 - 5 years. Our classes are limited to 15 children per age-group and, under our constant supervision, each child is helped to reach his or her full potential. Every child is assessed and bi-annual reports are sent to parents in June and November. This encourages parents and teachers to meet and discuss the child's progress. Varying weekly themes enable parents to become involved in the activities their children are busy with at school. These include art, movement, music, story and discussions, and education activities such as work books for the older children. All our teachers are qualified in educare and are trained in first-aid. Their first-aid training is renewed every two years. All members of our staff have many years of experience in teaching children and caring for them.5 Kloof Nek Rd, Tamboerskloof, Cape Town, 8001, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:26 am local time","5 Kloof Nek Rd, Tamboerskloof, Cape Town, 8001, South Africa"
Gauteng,Johannesburg,head@dominican.co.za,,,https://saprivateschools.co.za/listing/dominican-convent-pre-school/,CAPS,,Gauteng,Facebook,Twitter,7:00 am - 3:00 pm,"Situated in the heart 'old' Johannesburg, between the City of Johannesburg and Bedfordview , Dominican Convent School is accessible for families living in Northern, Southern, Western, Eastern and Central Johannesburg areas. Indeed we have pupils from not only all over South Africa but from overseas countries too. This means a student body rich in diversity, where people from many different cultures and socio-economic groups live and learn together in an atmosphere that encourages respect not only for oneself but for others too. Diverse and dynamic, we move with the times. Innovative teaching methods and access to the latest technology go hand in hand with old fashioned morals and values. A school for boys and girls, we educate children from toddler to Matric. We offer facilities for both day schooling where pupils participate in academic and co-curricular activities until 15h50 each day Monday to Thursday and weekly or termly boarding. We welcome visitors and should you wish to view our school, please do not hesitate to phone us so that we may arrange a time to meet you.64 Boom St, Jeppestown, Johannesburg, 2043, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:26 am local time","64 Boom St, Jeppestown, Johannesburg, 2043, South Africa"
Western Cape,Helderberg,secretary@newberry.co.za,https://southampton.co.za/,,https://saprivateschools.co.za/listing/newberry-house-montessori-primary-school/,Economics,Visual Arts,Geography,Agricultural technology,Dance Studies,7:00 am - 3:00 pm,"One of the goals of a Montessori education is to establish a secure, friendly and caring environment within which to teach students positive and appropriate ways to handle situations. Our focus therefore lies in assisting our students to develop a strong sense of self-discipline, love of learning, contribution to society, sustainable living, responsibility and courtesy.Lourensford Road, Lourensford Wine Estate, Natures Valley, Somerset West, 7140, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:26 am local time","Lourensford Road, Lourensford Wine Estate, Natures Valley, Somerset West, 7140, South Africa"
Gauteng,Jhb East,admin@successcollege.co.za,,,https://saprivateschools.co.za/listing/success-pre-school/,CAPS,,Gauteng,Grade RR,Grade R,7:00 am - 3:00 pm,"Smiley We are not a remedial school but cater for children who have difficulty learning in the existing education environment - for example, children who experience anxiety or social difficulties and do not respond well to shouting and criticism. Success College has two co-principals, Christine Pyott and Andrew Jones, who have both been involved in education for the last twenty years. Christine's field of expertise is primary school and Andrew's focus has been high school and tertiary education. They are both passionate about education. The already well-documented big concerns about education in South Africa have been raised and discussed ad nauseum. There is no question that education is due a complete overhaul with a focus on skills rather than content. In a 21st century environment, where content is readily available through a variety of sources, the key to education is providing children with the skills to cope with this endless amount of content and to enable them to analyse and interpret the information and use it to change the environment around them. 72 14th Ave, Edenvale, 1609, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:26 am local time","72 14th Ave, Edenvale, 1609, South Africa"
