Province,Town,Email,Phone,Website,Website1,Gender,Language,Curriculum,GradeMin,GradeMax,OpeningHours,Description,Address
Western Cape,West Coast,cdevos@parklands.co.za,110 812 200,https://www.parklands.co.za/,https://saprivateschools.co.za/listing/parklands-primary-school/,Physical Sciences,Religion Studies,African Languages,Agricultural Management Practices,History,7:00 am - 3:00 pm,"The privilege of parenthood brings with it the responsibility of planning for the future of our children. Difficult decisions must often be made, with the only guideline being the fact that whatever choices we make, our children deserve only the best. At home, we ensure that the values we instil equip them for the future. It is, however, the time they spend with others - educators and friends that concern us most, for they are beyond our control.This is why the choice of a place or learning is possibly the most important decision any parent can make, as this decision will ultimately affect a Iearner's ability to succeed in life. At Parklands College, we offer complete peace of mind, not only preparing the child academically but also emotionally, socially, morally and physically, in preparation for life's challenges.""Reaching Outwards, Growing Minds, Building Futures""CHRISTOPHER ROBIN PRE-PRIMARY AND CRACKERJACKSGrades 0000 - R (12 months - 6 years)Christopher Robin Pre-Primary School was established in 1980 as a progressive and dynamic place of learning. It offers a nurturing, positive environment where children have a sense of belonging. Our pre-primary provides a safe and emotionally secure setting that encourages the development of the whole child: emotionally, socially, physically, and intellectually. With lots of time for uninterrupted, child-directed play, this is an opportunity for them to interact socially and engage with their friends. Exploration of a wide variety of equipment available for the children promotes healthy, physical bodies, developing flexibility, endurance, and strength. Playtime is also an important opportunity for children to become independent, develop confidence, and demonstrate creativity. We know that children begin to learn as soon as they are born, and that in the early years the foundation is laid for a child's future development and success. Building a child's physical, language, and social skills prepares him or her for the academic, cultural, and sporting opportunities offered in primary school. At Christopher Robin Pre-Primary we approach these goals with passion, care and commitment.PREPARATORYGrades 1-6We believe that effective teaching involves passion, knowledge, skill, discipline, motivation and care. Our educators foster high expectations of the learners and rigorously continue to promote the culture of excellence that pervades the very essence of our school. Our vision is one in which the holistic education of the individual goes beyond academic excellence. A healthy balance exists between the different spheres in our school whereby emphasis is placed on achievement on an individual and a collective level. This is achieved by the growth of self-esteem and the realisation of each individual's potential. We believe that innovative approaches and pioneering methods along with the acquisition of certain fundamental skills are necessary for the success of a school thereby ensuring that Parklands College continues to remain a forerunner in educational innovation.SECONDARYGrades 7-12The Secondary Faculty provides a distinctive academic experience for our learners. The academic programme gives each learner a firm grasp of fundamental skills, the ability to think critically, innovatively, and independently, and fosters a love of learning. Educators create learning activities that are motivational, technology-rich, and aligned to the needs of 21st century learners. Our educators offer a challenging and stimulating education in an achievement-focused culture. They are knowledgeable, enthusiastic and have high expectations of their learners. Each individual learner is valued, and student progress is closely monitored. The educators provide exceptional academic support, within the regular instructional programme and through additional tutorials that provide personalised learning support.The Secondary Faculty follows the national curriculum, with a wide spectrum of courses leading to the National Senior Certificate. We endeavour to ensure that the choice of subjects offered is as wide as possible, providing for the needs of each learner. It is this breadth and variety, along with an opportunity to pursue subjects of choice, which encourages our children to become life-long learners, seeing knowledge as intrinsically worthwhile. In addition to the required subjects, a number of enrichment subjects are offered, providing learners with a varied educational experience that satisfies individual interests.INFORMATION TECHNOLOGYParklands College has been recognised by Apple as an Apple Distinguished School (ADS) for its innovation, leadership and educational excellence. As an Apple Distinguished and Google Apps for Education school, we use both platforms to provide a unique teaching and learning experience. Learners are introduced to iPads in Grade R, progressing to the Apple 1:1 environment beginning in Grade 1 and continuing through to Grade 12. Each child's device becomes a personalised learning platform where its integration into learning and life becomes second nature. Throughout the College, learners engage in a variety of technology enriched activities through which they learn new concepts, practise and consolidate existing skills, create unique products, explore new ideas and pursue curiosities, engage in remediation and participate in enrichment.At Parklands College, educational technology and a high-tech collaborative environment has allowed our teachers to extend their lessons in innovative ways and encourage learners to develop global competencies by solving real world problems. Our teaching staff includes Apple and Google certified educators who share their expertise with colleagues, as well as teachers at other schools both locally and abroad.Programming is an essential digital literacy of the future, and design an essential skill. For this reason Robotics and Programming is a compulsory subject from Grade 1 to 8. This subject fosters an interest in Science, Technology, Engineering and Mathematics, and develops higher order thinking skills such as creativity and problem solving in our learners, through the building and programming of robots. Our Grade 9 learners all receive computer programming and computer design training, enabling those wishing to take Information Technology to make an informed subject choice in Grade 10.We promote invention through the use of AutoCAD and 3D printers in Drawing Technology, Engineering and Graphics Design, and Design where our learner make their thinking visible by creating 3D printed products.Film, Animation, Sound Engineering and Mobile Application Development extension courses are on offer during the school day in our state-of-the-art media studios and coding incubator. Our learners have released a digital album called ""Origin"" on iTunes as well as two free educational applications, ""Simple Learning Time"" and ""Simple Learning Afrikaans"", available on the Apple App Store.Our internationally recognised offerings include CompTIA certifications, AUTOCAD, Adobe Photoshop Visual Communication certification (ACA) and the ICDL WebEditing certification.Parklands College continues to explore new and emerging technologies in order to keep abreast of world trends in education.50 Wood Dr, Parklands, Cape Town, 7441Monday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 7:55 am local time","50 Wood Dr, Parklands, Cape Town, 7441"
Gauteng,Sandton,info@futurenationschools.com,011 386 2500 / 011 674 0269,https://futurenationschools.com/lyndhurst-campus/,https://saprivateschools.co.za/listing/future-nation-schools-lyndhurst-high-school/,Netball,Swimming,Tennis,Hockey,Public speaking,7:00 am - 5:00 pm,"Our Curriculum
CAPS + Project based Learning (PBL) + IEB = FUTURE-PROOF
Pre-School:
The world of the child is full of sights and sounds which at first appear chaotic. From this chaos, the child must gradually create order; they slowly gain mastery of themselves and of their environment. Dr Montessori developed the “prepared environment” which possess a certain order and disposes the child to develop his capabilities at their own speed, according to his own capacities in a non-competitive atmosphere.Our safe and effective environment helps your child develop their physical, emotional, intellectual and spiritual capacities to the fullest. To achieve this, they must have freedom.In brief, the Montessori approach is designed to help the child build within themselves the foundations for a lifetime of creative learning and expression.Our staff have Montessori and/or ECD qualifications and are registered with the South African Council for Educators (SACE).Primary – High School:
We teach the national CAPS curriculum that is integrated with Project-Based Learning from primary school level. We implement Project-Based Learning (PBL) from primary school right through to Grade 12.In Project Based Learning, the project is the vehicle for teaching the important knowledge and skills that a student needs to learn. The project contains and frames the curriculum and instruction.PBL requires critical thinking, problem-solving, collaboration, and various forms of communication. To answer a Driving Question and create high-quality work, students need to do much more than remember information. They need to use higher-order thinking skills and learn to work as a team.To help ensure our students are getting the main course and are engaging in quality Project Based Learning, We promote a research-based model for the students to learn how to question, investigate and/or design and respond to an authentic, engaging and complex question, problem and/or challenge.Our students write the Independent Examination Board (IEB) examinations in Grade 12. The IEB seeks to advance quality teaching and learning in South Africa through an assessment process of integrity, innovation and international comparability. All schools registered with the IEB to write the National Senior Certificate have access to a range of professional development opportunities as well as a variety of assessments, designed to serve a range of purposes.The IEB produces consistent, reliable results in the Grade 12 National Senior Certificate with an average pass rate between 97% and 98%. Furthermore, the IEB achieves between 78% and 80% pass with entry to degree study. Our first two cohorts of Matrics have achieved a 100% pass rate in the 2021 and 2022 IEB Matric Exams.Someday All Schools Will Teach This Way!For more and to see a virtual tour of our campus, visit https://futurenationschools.com/lyndhurst-campus/Wessel Road, Johannesburg, Johannesburg, Gauteng 2090, South AfricaMonday7:00 am - 5:00 pmTuesday7:00 am - 5:00 pmWednesday7:00 am - 5:00 pmThursday7:00 am - 5:00 pmFriday7:00 am - 5:00 pmSaturdayClosedSundayClosed
							November 11, 2024 7:55 am local time","Wessel Road, Johannesburg, Johannesburg, Gauteng 2090, South Africa"
Gauteng,Johannesburg,admissions@kingsmead.co.za,0117317300/7400,https://kingsmead.co.za/,https://saprivateschools.co.za/listing/kingsmead-high-school/,All Girls,English,IEB,,Rosebank,7:30 am - 3:00 pm,"Kingsmead College is a private girls' elementary and high school situated in Melrose, Johannesburg, Gauteng, South Africa. The school is located next to the Gautrain Rosebank Station. Kingsmead College caters for girls from Grade 000 to Grade 12 and has around 950 students.Kingsmead College, Oxford Road, Rosebank, Johannesburg, South Africa, South AfricaMonday7:30 am - 3:00 pmTuesday7:30 am - 3:00 pmWednesday7:30 am - 3:00 pmThursday7:30 am - 3:00 pmFriday7:30 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 7:55 am local time","Kingsmead College, Oxford Road, Rosebank, Johannesburg, South Africa, South Africa"
Gauteng,Pretoria,admissions@eastsideschool.co.za,012 993 1725,https://eastsideschool.co.za/,https://saprivateschools.co.za/listing/eastside-primary-school/,Chess,Cricket,Cross-Country,Choir,Dance,7:00 am - 2:30 pm,"Eastside Pre-Primary and Primary School gives children from Grade RRR to Grade 7 a firm foundation of Christian education and faith. The school’s vision is aligned with that of Eastside Community Church to bring Hope and Salvation and our mission is to Establish learners in the love of God and empower them to live wholehearted and successful lives.We want every child to be emotionally confident, spiritually secure, able to reason clearly and solve problems creatively. We want every child to love God, and love the way He made them, celebrate the differences in others and confront conflict calmly and competently.We want every child to value the natural environment and protect the future for their children. We want every child to love learning and to use ‘failures’ as steppingstones towards excellence. We want every child to be able to face an uncertain future with courage and fortitude.Based in the East of Pretoria, the school was founded as a nursery school in 1970 and in 2020 the Grade 7 class was added making Eastside into a full Primary school. We pride ourselves on providing good quality Christian education at affordable prices. We are an independent English medium Christian school. We follow the CAPS curriculum, and we are affiliated with the IEB. We incorporate the Bible into everything we teach. In order to give the children a well-rounded education, we offer dance, drama, music, Kindergym and chess classes by specialised teachers.Sport at Eastside is compulsory. We have beautiful sports fields and participate in many inter-school sporting activities including soccer, cricket, netball and athletics.At Eastside School every day is open day. Please do not hesitate to contact us to book your private guided tour of the school.850 Primula Rd, Garsfontein, Pretoria, South AfricaMonday7:00 am - 2:30 pmTuesday7:00 am - 2:30 pmWednesday7:00 am - 2:30 pmThursday7:00 am - 2:30 pmFriday7:00 am - 2:30 pmSaturdayClosedSundayClosed
							November 11, 2024 9:55 am local time","850 Primula Rd, Garsfontein, Pretoria, South Africa"
Limpopo,Louis Trichardt,admin@ridgewaycollege.co.za,151 510 111,https://www.ridgewaycollege.co.za/,https://saprivateschools.co.za/listing/ridgeway-college-early-childhood-development-centre/,Art & Craft Club,Robotics,Secular,Limpopo,,7:30 am - 5:00 pm,"Our ECD centre is more than just a drop-off pre-school. We provide a secure, stimulating and flexible environment in which children may develop socially, emotionally, physically and cognitively. Our learners are introduced to the world of Robotics and Coding and follow a structured programme to prepare them for their schooling career. We offer aftercare from 13:00-17:00 that includes kiddies yoga, fun with phonics and eco friendly arts and crafts.Louis Trichardt, 0920, South Africa, South AfricaMonday7:30 am - 5:00 pmTuesday7:30 am - 5:00 pmWednesday7:30 am - 5:00 pmThursday7:30 am - 5:00 pmFriday7:30 am - 5:00 pmSaturdayClosedSundayClosed
							November 11, 2024 7:55 am local time","Louis Trichardt, 0920, South Africa, South Africa"
Gauteng,Centurion,info@villagemontessorischool.co.za,012-664-2944,http://www.villagemontessorischool.co.za/home_page.htm,https://saprivateschools.co.za/listing/village-montessori-primary-school/,Life Sciences,Mathematical Literacy,Mathematics,Tourism,Afrikaans,7:00 am - 3:00 pm,"The primary goal of a Montessori program is to help each child reach its full potential in all areas of life. The method of Montessori is based on three key factors; the specialized training of the teacher, a specially prepared environment complete with Montessori apparatus and a multi age grouping of children. When these elements are in place, young children are able to discover their own talents, gain self-confidence, make friendships, experience the joys of learning, and grow in a holistic manner. The unique nature of each individual child is recognized. The Montessori program allows a child to develop at their own pace to reach independence, as the Educators follow the child's needs, sensitive periods and their stages of development. Observation is the key assessment tool to meet the innate qualities of children.245 Glover Ave, Lyttelton AH, Centurion, 0157, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 7:55 am local time","245 Glover Ave, Lyttelton AH, Centurion, 0157, South Africa"
Gauteng,Midrand,info@poplaracademy.co.za,826 550 723,https://www.poplaracademy.co.za/,https://saprivateschools.co.za/listing/poplar-academy-pre-school/,Co-Ed (Mixed),English,Cambridge,,Crowthorne,7:00 am - 3:00 pm,"Poplar Academy is a co-educational, parallel medium, independent school, situated in Crowthorne, in the city of Johannesburg, South Africa offering both primary and secondary schooling. A foundation rooted in knowledge allows for a focussed and strong core. Through personal touch and learner support, the supportive and nurturing environment provided by Poplar Academy encourages growth and development of a confident self where knowledge shields against the challenges of the modern world. Among the core values Poplar Academy subscribes to, unconditional acceptance, recognition and development of strengths while offering support of weakness together with flexibility and leadership through guidance and service set them apart from the majority of learning institutions. In addition, small classes of between 12 and 15 learners, offering Cambridge (IGCSE + AS Level) school leaver's qualifications make Poplar Academy attractive. Focusing on language and perceptual skills, French is offered, as a third language. Early childhood development centre caters to children aged between 2 and 5.Poplar Academy, Whisken Avenue, Crowthorne, Midrand, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 7:55 am local time","Poplar Academy, Whisken Avenue, Crowthorne, Midrand, South Africa, South Africa"
Gauteng,Centurion,info@villagemontessorischool.co.za,012-664-2944,http://www.villagemontessorischool.co.za/home_page.htm,https://saprivateschools.co.za/listing/village-montessori-pre-school/,Co-Ed (Mixed),English,CAPS,Grade RR,Grade R,7:00 am - 3:00 pm,"The primary goal of a Montessori program is to help each child reach its full potential in all areas of life. The method of Montessori is based on three key factors; the specialized training of the teacher, a specially prepared environment complete with Montessori apparatus and a multi age grouping of children. When these elements are in place, young children are able to discover their own talents, gain self-confidence, make friendships, experience the joys of learning, and grow in a holistic manner. The unique nature of each individual child is recognized. The Montessori program allows a child to develop at their own pace to reach independence, as the Educators follow the child's needs, sensitive periods and their stages of development. Observation is the key assessment tool to meet the innate qualities of children.245 Glover Ave, Lyttelton AH, Centurion, 0157, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 7:55 am local time","245 Glover Ave, Lyttelton AH, Centurion, 0157, South Africa"
Haenertsburg,,marketing@slc.co.za,152 766 103,https://www.slc.co.za/,https://saprivateschools.co.za/listing/stanford-lake-college/,Co-Ed (Mixed),English,CAPS,Instagram,YouTube,7:00 am - 3:00 pm,"Founded in 1998, Stanford Lake College is an independent English medium co-educational high school. We accept day scholars as well as weekly and termly boarders. Four hundred kilometres northeast of Johannesburg lies Magoebaskloof, picturesquely situated between Tzaneen and Polokwane, near the hamlet of Haenertsburg. THE ADVENTUROUS CHOICE We are a people of optimism, imagination and commitment. Stanford Lake College is a place of learning where acceptance and belonging prevail. We value the unique richness of every individual within the school community. At Stanford we thrive on challenges, stretching ourselves beyond the ordinary. Stanford Lake College is a ""Christian ethos"" school which welcomes pupils from different cultures, religions, races and languages. The school follows the Christian calendar and festivals whilst acknowledging the needs of the other religions within the Stanford community. Stanford Lake College started as a community project and is guided by the Board of Directors of the Letaba Educational Trust, which sets policies and acts as the custodian and protector of the College. Our Vision To optimise our uniqueness, and in so doing, develop balanced, globally astute individuals within the Stanford Lake College family.A22, off the, R71, Haenertsburg, 0730, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 7:55 am local time","A22, off the, R71, Haenertsburg, 0730, South Africa"
Mbombela,Mpumalanga,admissions@uplands.co.za,+ 27 (0) 13 751 3141,https://uplands.co.za/,https://saprivateschools.co.za/listing/uplands-pre-school/,Have a look at our video here,Click here to send us an enquiry,Download a form here,,Mbombela,7:00 am - 3:00 pm,"Uplands is an Anglican, co-educational Independent high school located on a picturesque, 110ha estate near White River, Mpumalanga Province, South Africa.Uplands Pre-Preparatory, Preparatory, College, Outreach.Vision and Mission Uplands VisionUplands develops interested and interesting young people who are self-confident, happy and successful in a changing world. They will be creative, critical thinkers who embrace change and develop lasting, healthy relationships.MissionWe achieve our vision by providing a dynamic, caring, well-rounded, values-based education through our quality teams at the Pre-Preparatory, Preparatory, College and Outreach. Essential to our success as we grow a world-class, forward-thinking school are the following pillars: Academics, Co-Curricular, Boarding & pastoral, Diverse community, Anglican ethos.About Our SchoolUplands strives to be Africa's pre-eminent, independent, co-educational school operating under the auspices of the Anglican Church, offering quality, holistic schooling to pupils from Grade 0000 to 12, with outstanding boarding from Grade 4 upwards. Uplands has a proven track record of success as a contemporary school with almost 100 years of timeless quality and values.Uplands delivers an engaging and globally relevant curriculum for our divers pupil body. This is achieved through a skills-based approach which promotes a culture of learning, creativitiy, critical thinking, social growth, inclusion (transformation and diversity) and talent realisation. Pupils benefit from building effective relationships with an inspired, collaborative, and innovative staff.Set in an area of extraordinary scenic beauty, Uplands is located on a spacious 110-hectare country estate in White River, Mpumalanga, South Africa. We hace exceptional facilities, in the academic, sporting, cultural and Outreach arenas. Our dynamic, caring and supportive staff provide individual attention to all pupils within a family-friendly environment, from 07h30 to 16h30 for day scholars and 24 hours for boarders, so that each pupil thrives.The full-day integrated programme us fully inclusive of required meals and tea-time snacks, sport, culture, community service sessions, supervised homework sessions and extra-curricular activities.In many ways we offer a fresh, welcoming approach. This is a culture of education that has defined who we are since our beginnings in 1928.The best way to get to know us, is to come and visit us - to see our picturesque campus and to meet some of our pupils. You are guaranteed a very warm welcome.Uplands College Honour Code       Boarding at Uplands  (see boarding video here)School is not just about teaching fractions, grammar and the impacts of soil erosion. As parents and teachers we need to ensure we are also teaching a love for resilience and grit, a drive for ingenuity and passion, and a discovery of ideas and self-discipline. We need to grow community children who are able to interact with others; those who can listen, who can lead and who can follow as the situation demands.We believe there exists in boarding the structure and environment to fully develop this very sense of character. In focussing on creating a Home-In-A-House and in searching for the Positive First, we believe our six boarding establishments continue to provide the level of care, support and challenge to develop happy, resourced and assured Uplanders. Underpinning our boarding success is an excellent team of staff that remain motivated and skilled to seek the best in your child.Sports and CultureUplands offers a wide range of sports and cultural activities including:AthleticsHockeyRugbySwimmingMTBSquashCricketNetballGymEquestrianAcademicsAcademic excellence lies at the core of the Uplands ethos. Uplands provide a challenging, relevant and balanced education for your child.Pre-Primary PhaseStarts from Grade 0000 our aim is to provide a comprehensive learning programme within a warm and loving Christian environment that caters for the 'whole child.'Foundation PhaseWe offer a structured academic programme that focuses on integrated learning in Numeracy, Literacy and Life Skills. We try to provide a varied enough curriculum to cater for the needs of children with various learning styles.Our small classes enable teachers to focus on the needs of our pupils.Senior Primary PhaseIn the Senior Primary Phase we offer a more formalised learning environment. Class teaching, combined with specialist teachers, occurs at a Grade Four and Five level. In Grades Six and Seven our pupils are exposed to subject specialist teaching. We offer a holistic curriculum covering a wide range of subjects.Have a look at our video here CollegeAcademic excellence lies at the core of the Uplands College ethos, building on the foundations laid at Uplands Preparatory School. In delivering on this goal, the College goes beyond the minimum requirements contained in the National Curriculum. We provide a challenging, relevant and balanced education that aims to cultivate the pupils' academic potential to enable them to succeed in their chosen career or profession and to lead lives of significance. Through an innovative curriculum and embracing a diverse student body, we aim to produce global citizens who are compassionate, tolerant and ethical.Uplands students write the IEB National Senior Certificate as well as other national and international benchmarking tests falling under the auspices of the IEB. To ensure consistent excellent academic delivery, Uplands runs extension and support programmes for students, professional development for staff and a mentoring programme for interns.CulturalThe Performing Arts are thriving in our beautiful environment. There is close interaction between Drama, Dance, Music and Art at all times in an effort to create broadminded, balanced young individuals. Apart from offering Drama, Music and Art as academic subjects, the College also offers extra-curricular opportunities to students interested in further developing their talents.The Visual Arts are represented in the many art exhibitions and displays around the College. Regular trips to art galleries and even a Cultural tour abroad is on offer. Extra classes and clubs form part of our after school activity list and cater for those not wanting to take it ""too seriously"".Drama is very much alive and well on the campus and students regularly perform to a very enthusiastic audience. Our delightful annual inter-house plays with theatrical and comic players are most entertaining. A more serious, bigger scale production is embarked upon every second year and draws support from all quarters of the school as each pupil adds his or her own particular talent to the success of the play on stage!Private music lessons including piano, clarinet, saxophone, voice, guitar and violin is given to students. The Music Departments continues to delight parents and fellow pupils with musical performances throughout the year showcasing an abundance of artistic talent.Admissions: Click here to send us an enquiry Admissions form: Download a form hereDanie Joubert Street Extension, White River, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 7:55 am local time","Danie Joubert Street Extension, White River, South Africa"
Gauteng,Randburg,info@radley.co.za,117 813 647,https://www.radley.co.za,https://saprivateschools.co.za/listing/radley-private-primary-school/,Karate,Swimming,Art & Craft Club,Music,Physical Sciences,7:00 am - 3:00 pm,"Radley Private School, in Ferndale, strives to develop responsible, caring and well-rounded individuals who are self-confident and independent thinkers – the leaders and entrepreneurs of tomorrow.Our top priority is the welfare and progress of every learner. Our classes are small, which gives us the ability to provide personalised, individual attention. We encourage parents to become involved in school activities and to support their children both academically and emotionally.We believe in harnessing the individual strengths of each of our young entrepreneurs to develop a foundation of self-sufficiency and independence.While our primary school subject offering varies according to demand, we ensure that our curriculum allows our entrepreneurs to access the future tertiary diploma or degree of their choice.431 Elgin Avenue, Ferndale, RandburgMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 7:55 am local time","431 Elgin Avenue, Ferndale, Randburg"
Gauteng,Sandton,info@futurenationschools.com,011 386 2500 / 011 674 0269,https://futurenationschools.com/lyndhurst-campus/,https://saprivateschools.co.za/listing/future-nation-schools-lyndhurst-primary-school/,Soccer,Swimming,Tennis,Gymnastics,Hockey,7:00 am - 5:00 pm,"Our Curriculum
CAPS + Project based Learning (PBL) + IEB = FUTURE-PROOF
Pre-School:
The world of the child is full of sights and sounds which at first appear chaotic. From this chaos, the child must gradually create order; they slowly gain mastery of themselves and of their environment. Dr Montessori developed the “prepared environment” which possess a certain order and disposes the child to develop his capabilities at their own speed, according to his own capacities in a non-competitive atmosphere.Our safe and effective environment helps your child develop their physical, emotional, intellectual and spiritual capacities to the fullest. To achieve this, they must have freedom.In brief, the Montessori approach is designed to help the child build within themselves the foundations for a lifetime of creative learning and expression.Our staff have Montessori and/or ECD qualifications and are registered with the South African Council for Educators (SACE).Primary – High School:
We teach the national CAPS curriculum that is integrated with Project-Based Learning from primary school level. We implement Project-Based Learning (PBL) from primary school right through to Grade 12.In Project Based Learning, the project is the vehicle for teaching the important knowledge and skills that a student needs to learn. The project contains and frames the curriculum and instruction.PBL requires critical thinking, problem-solving, collaboration, and various forms of communication. To answer a Driving Question and create high-quality work, students need to do much more than remember information. They need to use higher-order thinking skills and learn to work as a team.To help ensure our students are getting the main course and are engaging in quality Project Based Learning, We promote a research-based model for the students to learn how to question, investigate and/or design and respond to an authentic, engaging and complex question, problem and/or challenge.Our students write the Independent Examination Board (IEB) examinations in Grade 12. The IEB seeks to advance quality teaching and learning in South Africa through an assessment process of integrity, innovation and international comparability. All schools registered with the IEB to write the National Senior Certificate have access to a range of professional development opportunities as well as a variety of assessments, designed to serve a range of purposes.The IEB produces consistent, reliable results in the Grade 12 National Senior Certificate with an average pass rate between 97% and 98%. Furthermore, the IEB achieves between 78% and 80% pass with entry to degree study. Our first two cohorts of Matrics have achieved a 100% pass rate in the 2021 and 2022 IEB Matric Exams.Someday All Schools Will Teach This Way!For more and to see a virtual tour of our campus, visit https://futurenationschools.com/lyndhurst-campus/Monday7:00 am - 5:00 pmTuesdayN/AWednesdayN/AThursdayN/AFridayN/ASaturdayClosedSundayClosed
							November 11, 2024 7:55 am local time",
Gauteng,East Rand,admin@veritascollege.co.za,011 362 2686,http://www.veritascollege.co.za,https://saprivateschools.co.za/listing/veritas-primary-school/,Agricultural Sciences,Consumer Studies,Agricultural technology,Engineering Graphics and Design,English,7:00 am - 2:00 pm,"Veritas College is a Catholic school grounded in the Educational vision of the Dominican Order and the Christian Brothers. Our ethos is Catholic, which encompasses the following beliefs:We believe that every person, being created by God, is essentially good. Our challenge is to create the broad educational framework and opportunities in order to enable each learner to aspire to that goodness.We believe that God is revealed in all things through:      Make enquiries for admissions here 
					40 Derby Avenue, Springs, Gauteng 1559, South AfricaMonday7:00 am - 2:00 pmTuesday7:00 am - 2:00 pmWednesday7:00 am - 2:00 pmThursday7:00 am - 2:00 pmFriday7:00 am - 2:00 pmSaturdayClosedSundayClosed
							November 11, 2024 7:55 am local time","40 Derby Avenue, Springs, Gauteng 1559, South Africa"
Gauteng,Jhb South,eduvaal@telkomsa.net,(016) 455-1097,https://www.educollegevaal.co.za/,https://saprivateschools.co.za/listing/ed-u-pre-school-vaal/,Co-Ed (Mixed),English,IEB,,Vereeniging,7:00 am - 3:00 pm,"Our visions is to mould and develop to the fullest extent the ability and talents of every learner, through a holistic approach; To promote strong ethics of truth, fair play, friendship and goodwill, To develop a code of good conduct for learners and all teaching and non-teaching staff; To offer a relaxed, yet disciplined, environment conducive to learning. Mission To empower learners to reach their full potential. To prepare learners to be actively involved in their economic and political roles as citizens of our country. To offer opportunities and create an environment for our learners to become critical thinkers. To encourage learners, parents and the community to commit to total involvement towards the attainment of the above goals. Mission Statement In our endeavor to facilitate the above, we strive to supply/ offer: a suitably qualified and experienced staff body; a stimulating educational curriculum with constant revision to cater for changing needs; a clean and tidy school with facilities and grounds kept in neat and functional order; an ""open door"" approach to parents and learners in respect of any suggestions or grievances and; an accurate and efficient administration office.31 Hofmeyer Ave, Vereeniging, 1930, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 7:56 am local time","31 Hofmeyer Ave, Vereeniging, 1930, South Africa"
Gauteng,Sandton,admissions@stmary.co.za,https://www.stmarysschool.co.za/,,https://saprivateschools.co.za/listing/st-marys-pre-school-waverley/,English,CAPS,,Johannesburg,,7:00 am - 3:00 pm,"St Mary's School, an independent Anglican School for girls, was established in 1888 and is the oldest school in Johannesburg. St Mary's caters for pupils from pre-school (Grade 000) through to matric (Grade 12). It is a school with a rich history which exudes spirit, integrity and passion. It welcomes the enrichment provided by other cultures and religions. It is an unpretentious school, which offers a real and relevant education to all in its care.Pre-primary schooling for boys and girls aged three to five begins in Grades 000 and 00 at Little Saints. Our Reggio-inspired socio-constructivist approach to pre-school education guides children to discover meaning and to encounter their world through exploration and play.Our view of the girls and boys in our care as strong and competent is informed by the emphasis Reggio places on the defence and promotion of the rights and potential of all children.The exhilarating atmosphere of Little Saints is attributable in no small part to the respect and centrality our approach gives to play, and the joyous expression it finds in creativity, communication and social interaction.For school fees and other admissions information, please contact us below by emailing or completing the form at the bottom of this page.55 Athol St, Waverley, Johannesburg, 2090, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 7:56 am local time","55 Athol St, Waverley, Johannesburg, 2090, South Africa"
