Province,Town,Email,Phone,Website,Website1,Gender,Language,Curriculum,GradeMin,GradeMax,OpeningHours,Description,Address
Eastern Cape,Grahamstown,admissions@kingswoodcollege.com,,,https://saprivateschools.co.za/listing/kingswood-primary-school/,Geography,Agricultural Management Practices,History,Civil Technology,Dramatic Arts,7:00 am - 3:00 pm,"Kingswood, founded in 1894, is an independent, boarding and day school that caters for girls and boys from pre-school to bridging year (post matric). It is very much a family school and has children from all over South Africa, as well as a number from various other countries. 73% of pupils, however, come from the Eastern Cape, giving the school its rich, local heritage. Set in beautiful grounds, Kingswood offers its pupils a well-rounded education, with wonderful facilities available in both the academic and sporting spheres. While all the traditional subjects and sports are offered, there are many other less well-known activities such as model engineering, rock climbing and Toastmasters to keep the pupils busy. ? See Grahamstown area on map to see other schools nearby.Monday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:32 am local time",
Western Cape,Cape Town,admissions@aisct.org,,,https://saprivateschools.co.za/listing/american-international-high-school-of-cape-town/,IEB,,Western Cape,Facebook,Twitter,7:00 am - 3:00 pm,"The American International School of Cape Town (AISCT) is a co-educational institution with 500 students from over 60 countries ranging in age between 2 and 18 years and instructed by teachers from twelve countries. AISCT is located on 12-acres in the heart of Constantia Hills, with Table Mountain National Park towering in the background. The school follows the American curriculum and offers Advanced Placement (AP) classes. Foreign language instruction in French and Spanish begins in Grade 1. Following the northern hemisphere calendar, the school year begins in August and ends in June. The school day begins at 8:00 a.m. and ends at 2:50 p.m. After-school activities take place between 3:00 and 5:00 p.m. AISCT is endorsed as an independent school by the Western Cape Department of Education and is fully accredited by the Western Association of Schools and Colleges (WASC) based in California, USA. AISCT is also a proud member of the Association of International Schools in Africa and the International School Foundation. Graduates from ISCT receive a USA High School Diploma and gain access to universities around the world, with USA, Canada, UK, Europe, and South Africa the most popular destinations. See Constantia area on map to see other schools nearby. 42 Soetvlei Ave, Sweet Valley, Cape Town, 7806, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:32 am local time","42 Soetvlei Ave, Sweet Valley, Cape Town, 7806, South Africa"
Allen’s Nek,Gauteng,admissions@learnwrite.co.za,,,https://saprivateschools.co.za/listing/learnwrite-assisted-learning-primary-school/,Mathematical Literacy,Mathematics,Accounting,Religion Studies,Business Studies,7:00 am - 3:00 pm,"We chose the baobab as our logo as it symbolises Power, Presence, Strength and Grace. LearnWrite = the Power to unlock, the Presence to recognize, the Strength to change and the Grace to accept. LearnWrite believes that each individual has great potential and unique strengths and abilities. By unlocking and tapping into each child's potential, developing coping strategies and building confidence and self-esteem, we aim to mainstream learners as soon as they are able. LearnWrite provides individualised, specialised schooling for learners who experience a barrier/s to learning. The school aims to equip all learners holistically with the essential foundational skills within a secure, supportive and nurturing environment. Learning and overall development takes place in a non-threatening, loving and structured setting where learners gain confidence, their self-esteem is boosted and maintained and they are able to develop to the best of their abilities. ? See Roodepoort area on map to see other schools nearby.Learn Write Assisted Learning School, Villa Street, Allen""s Nek, Roodepoort, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:32 am local time","Learn Write Assisted Learning School, Villa Street, Allen""s Nek, Roodepoort, South Africa, South Africa"
Cape Town,Mowbray,info@tmcplk.co.za,878 059 711,,https://saprivateschools.co.za/listing/montessori-centre-pre-school/,English,CAPS,,Western Cape,Grade RR,7:00 am - 3:00 pm,"The Montessori Centre is a pre and primary school established in 1997. We enrol children from the age of three years until nine years. We are registered with and comply with the regulations of the Department of Education as well as the Department of Social Services. The Montessori system facilitates learning at a child's own pace - sometimes this means at a slower pace to ensure full understanding and mastery of concepts and at other times it means moving ahead with new concepts that are usually presented at a higher age level. Montessori Learning Areas There are several learning areas in the Montessori environment. These overlap with and correspond to the requirements of the Department of Education. Montessori education uses didactic materials, which are materials to assist concept formation and also to help achieve mastery of certain concepts. Montessori education embraces the concept of Cosmic Education where all subjects are taught in an interrelated manner, even though the subject areas can be divided into the following areas.Montessori Centre South Africa, Raapenberg Road, Mowbray, Cape Town, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:32 am local time","Montessori Centre South Africa, Raapenberg Road, Mowbray, Cape Town, South Africa, South Africa"
Eastern Cape,Port Elizabeth,patersonhigh@telkom.net,https://sellypark.co.za/,,https://saprivateschools.co.za/listing/paterson-high-school/,English,CAPS,,Twitter,Instagram,7:00 am - 3:00 pm,"â€WHERE DID IT ALL BEGINâ€. 1925-1926: January. Secondary classed started Weis Primary School in Municipality Street, 32 black and 16 coloured pupils. Mr. Organ and Miss Gordon were the first teachers and were appointed temporarily. February: the numbers increased to 36 black and 32 coloured pupils. April: Due to increasing numbers another two teachers were appointed, namely Miss Magennis nd Mr. Redcliffe (father in law of the late Mr. H.W.K Siebritz, a former staff member). During this period the were given its official name, PATERSON INTERMEDIATE SCHOOL, after a prominent citizen frm Scottland Mr John Paterson. The first permanent principal, Mr Howard Hemming, was also appointed at this time.50 Nicholas Rd, Schauderville, Gqeberha, 6060, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:32 am local time","50 Nicholas Rd, Schauderville, Gqeberha, 6060, South Africa"
North West,Klerksdorp,info@whitestonepass.co.za,,,https://saprivateschools.co.za/listing/whitestone-college-klerksdorp/,CAPS,,North West,Facebook,Twitter,7:00 am - 3:00 pm,"Whitestone College (Pty) Ltd is a Private Further Education and Training College accredited by Umalusi, Council for Quality Assurance in General & Further Education, QCTO, The Quality Council for Trades and Occupations and provisionally registered with the Department of Higher Education and Training (DHET) as a private Further Education and Training provider. Whitestone is also accredited by various Sector Education & Training Authorities (SETAs), namely Health and Welfare SETA (HWSETA) or the Health Courses and Media, Information and Communication Technologies (MICTSETA) for Information Technology (IT) Courses.30 Boom St, Klerksdorp Central, Klerksdorp, 2570, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:32 am local time","30 Boom St, Klerksdorp Central, Klerksdorp, 2570, South Africa"
Gauteng,Fordsburg,secretary.office@rmj.org.za,,,https://saprivateschools.co.za/listing/al-huda-girls-academy-primary-school/,IEB,,Gauteng,Facebook,Twitter,7:00 am - 3:00 pm,"As an Islamic school we support the idea of 'bringing deen into practice' and that is what we encourage our students to do daily by giving dedicated time before lunch for Duhar Salah, every Friday during assembly a short time where all our students pray Darud Sharif together. In ramadhan we hold our 'Grand Annual Iftaar' ceremony to enlighten our students about the rewards of Fasting in the blessed month of Ramadhan. Whether your daughter wants to develop her interest in P.E, Art, Science, ICT or Islam, she will find a good range of opportunities available at Al Huda. I am proud of our students, who will InshAllah become valuable members of our society. A prospectus can only give a glimpse of the life at Al Huda Girls School so I warmly invite you to one of our Opening Evenings. We have an exciting future ahead of us; I do hope your daughter can be part of it. ? Irma St, Robertsham, Johannesburg South, 2175, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:32 am local time","Irma St, Robertsham, Johannesburg South, 2175, South Africa"
Gauteng,Jhb East,admin@randtutorial.co.za,,,https://saprivateschools.co.za/listing/rand-tutorial-college/,CAPS,,Gauteng,Facebook,Twitter,7:00 am - 3:00 pm,"Since its inception in 1968 RAND TUTORIAL COLLEGE has provided education to thousands of boys and girls. RAND TUTORIAL COLLEGE recognizes the problems and needs within education in South Africa today. We aim to address these for a small group of students to ensure that their potential is realized and that they are prepared for and take their place in society. RAND TUTORIAL COLLEGE is a progressive, open private school committed to excellence in education. We aim to provide this by : smaller classes creating a safe and happy learning environment fostering values of caring and mutual respect providing dedicated & qualified staff ? ?RAND TUTORIAL COLLEGE, Observatory Avenue, Observatory, Johannesburg, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:32 am local time","RAND TUTORIAL COLLEGE, Observatory Avenue, Observatory, Johannesburg, South Africa, South Africa"
Western Cape,Helderberg,hoof@falsebayhigh.co.za,,,https://saprivateschools.co.za/listing/false-bay-high-school/,Afrikaans,Dual-Medium,CAPS,,Strand,7:00 am - 3:00 pm,"Founded in 1999, False Bay High School is the number one, inclusive Christian small class private school in the Helderberg (South Africa). The school is registered with the Department of Education and UMALUSI accredited. To ensure the highest quality education, the school limits its number of students to only 50 full-time students per year. This means, small classes, real individual attention, and very flexible subject choice. Classes are dual medium (English and Afrikaans) and the school's curriculum is in line with the prescriptions of the National Department of Basic Education in South Africa. Potential full time or part-time students are welcome to apply for enrolment or contact the school for further information. 27 Van Der Merwe St, Strand, Cape Town, 7140, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:32 am local time","27 Van Der Merwe St, Strand, Cape Town, 7140, South Africa"
Boksburg,Gauteng,matthewt@benhaleacademy.com,https://benhaleacademy.com/,,https://saprivateschools.co.za/listing/benhale-academy-pre-school/,English,CAPS,,East Rand,Grade RR,7:00 am - 3:00 pm,"School Information: BenHale AcademyAt BenHale, we share your desire to see your child achieve financial independence and life success beyond school. We are proud of our Christian heritage and the forward-thinking, innovative culture that is characteristic of our school. ""Our student's success is our success"" informs our daily mission.A child will thrive in an environment where they are unconditionally celebrated, where they feel free to express their imagination and inquiring nature that drives their learning. A BenHale student is a happy student.At BenHale, our students collaborate toward attaining shared academic, spiritual, and life success goals.Exposure and education will change your life.Â  Both of these influence a child's perspective of the world around them.Â  Our innovative approach to learning, designed to engage every student in the learning process provides experiential learning opportunities and fosters a love for learning and a mindset of success.It is now more important than ever before that we shape the future of our country by providing more than the traditional school offering and inspiring the discovery of individual purpose through exposure.The heart of our school is born from our devotion to our Christian faith which is instrumental in developing in each child a love for God, a passion for learning, and a love for humanity!Parents can take advantage of two enrolment options. A student can be enrolled as a full-time student on campus or you can take advantageÂ of our full-time 360-degree online school which provides an affordable educational experience that is truly innovative, supportive and empowering.We would be delighted to meet with you face to face or online to share our wonderful school with you.Make enquiries for admissions hereAtlas Rd &, Silver Wings Blvd, Parkhaven, Boksburg, 1459, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:32 am local time","Atlas Rd &, Silver Wings Blvd, Parkhaven, Boksburg, 1459, South Africa"
Gauteng,Pretoria East,lynnwood@eduexcellence.co.za,,,https://saprivateschools.co.za/listing/eduexcellence-private-primary-schools-lynnwood/,Mechanical Technology,Information Technology,English,Music,African Languages,7:00 am - 3:00 pm,"This school's description is currently being updated and will appear within the near future.73 Boskop St, Lynnwood Park, Pretoria, 0084, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:33 am local time","73 Boskop St, Lynnwood Park, Pretoria, 0084, South Africa"
Western Cape,West Coast,admissions@cbcstjohns.co.za,,,https://saprivateschools.co.za/listing/cbc-st-johns-high-school/,CAPS,,Western Cape,Facebook,Twitter,7:00 am - 3:00 pm,"As an independent Catholic school, our aim is to provide an enriched, holistic education based on Gospel values, where the spirituality of each person is nurtured in an environment where life, faith, family, excellence and diversity are celebrated. By recognising each child's potential, we aspire to produce students who are meaningful contributors to a world requiring social advocacy, compassion, tolerance and innovative thinking. Ethos is significant to Catholic schools and operates from the very centre of everything encompassing our college community. Its primary function is to act as a custodian to all who work within the walls of CBC St John's Parklands. It is how we ... Greet each other in the mornings. Address one another in class and on the playground. Manage our classrooms, behave in class and keep our learning space tidy, calm and conducive to learning. Relate to each other as teachers, students and parents. Organise our structures to reflect the democratic and inclusive nature of the school. Develop and implement our policies to enable everybody to reach their full potential. Parklands Main Rd &, Dorchester Dr, Parklands, Cape Town, 7441, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:33 am local time","Parklands Main Rd &, Dorchester Dr, Parklands, Cape Town, 7441, South Africa"
Gauteng,Roodepoort,secretary@lasalle.co.za,,,https://saprivateschools.co.za/listing/la-salle-college/,CAPS,,Gauteng,Facebook,Twitter,7:00 am - 3:00 pm,"See Roodepoort Schools La Salle College is an independent Christian school, immersed in the Catholic tradition, which educates boys and girls from Grade R through to Grade 12, by offering a balanced curriculum in preparation for the IEB National Senior Certificate Examination. La Salle is situated in Discovery on the West Rand of Gauteng. The College was founded in 1966 to provide an ideal environment for learning and personal growth. Today the school still offers a learner-centred, holistic education in an environment of genuine caring, companionship and respect. A Lasallian education is a lifelong foundation for success in tertiary education and prepares the young person to be a 21st century global citizen, who will seek to take care of those in need, as well as the environment in which they find themselves. I invite you to browse through our website and to contact us for further information. God bless you Jill Milne1 Slabbert St, Discovery, Roodepoort, 1709, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:33 am local time","1 Slabbert St, Discovery, Roodepoort, 1709, South Africa, South Africa"
Arcadia,Gauteng,registrations@royalschools.co.za,+27 (0) 12 324 1069,https://www.royalschools.co.za/princess-park-private-schools-pretoria.html,https://saprivateschools.co.za/listing/royal-primary-schools-princess-park/,Visual Arts,Geography,Agricultural Management Practices,Dance Studies,Civil Technology,7:00 am - 3:00 pm,"In 1993 the Fourie family started one of the first affordable private schools in South Africa. In many cases learners had limited opportunities to receive quality education. With an engrained passion for education, and the support of dedicated and loyal people, the Fouries have managed to establish and grow a successful organisation over the last 28 years.614 Pretorius St, Arcadia, Pretoria, 0001, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:33 am local time","614 Pretorius St, Arcadia, Pretoria, 0001, South Africa"
West Coast,Melkbosstrand,kidco@mweb.co.za,,,https://saprivateschools.co.za/listing/heartlands-kids-co-educare-melkbos-pre-school/,CAPS,,West Coast,Grade RR,Grade R,7:00 am - 3:00 pm,"Heartlands Kids and Co Educare provides a safe, secure and homely environment for children to be nurtured and flourish. Catering for children between the ages of 3 months to 6 years. The school starts at 6.30 am and closes at 6.00pm daily. Classes are split into groups as follows: 3 months to 18 months 18 months to 2 years 2 years to 3 years 3 years to 4 years 4 years to 5 years Grade R 5 years to 6 years Our Grade R class is run by a Qualified Grade R teacher with NQF Level 5 National Diploma in Educare. Our Grade R class follow a structured curriculum for Grade R. Nutrition: Children are served cooked breakfast every morning as well as a mid morning yoghurt provided by all parents. Juice is also served at mid morning. A full cooked meal is provided for lunch. In the afternoon, children are given sandwiches and juice. We have a permanent staff with a teacher and assitant in every class. Standards are extremely high and hygiene is of the utmost importance. School Curriculum: All classes follow a structured curriculum. 21 Ravenscourt Rd, Parklands, Cape Town, 7441, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:33 am local time","21 Ravenscourt Rd, Parklands, Cape Town, 7441, South Africa"
Western Cape,Hermanus,hermacademy@whalemail.co.za,,,https://saprivateschools.co.za/listing/hermanus-christian-academy-primary-school/,Tourism,Economics,Visual Arts,Consumer Studies,Agricultural technology,7:00 am - 3:00 pm,"Hermanus Christian Academy is a co-ed., primary school from grade 0 to grade 7. We are located in the suburb of sandbaai in hermanus. We use the accelerated christian education curriculum which, inter alia, teaches the pupil: to set goals, work at their own pace, be responsible and confident as they face the future. We are training children to represent Jesus Christ in their homes, schools and lives. For school fees or for other admissions information, please contact us below: 1823 Bergsig St, Sandbaai, 7200, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:33 am local time","1823 Bergsig St, Sandbaai, 7200, South Africa"
North West,Klerksdorp,admin@kmpschool.co.za,,,https://saprivateschools.co.za/listing/klerksdorp-methodist-pre-school/,CAPS,,North West,Facebook,Twitter,7:00 am - 3:00 pm,"Klerksdorp Methodist Primary is a co-educational primary school situated in the North West province in South Africa. As an independent school, we offer quality education and a high emphasis on norms, values and discipline. Our positive ethos promotes pupils` outstanding cultural, social, moral and spiritual development and generates excellent relationships. Learners at our school are prepared to cope with all the challenges set by a rapidly changing society. Against a Christian backdrop our dedicated staff and learners strive to reach their full potential. Pupils reach very high standards and achieve exceptionally well and reach very high standards, both in terms of their personal and academic development. They are very well prepared for their next stage of education and they have excellent attitudes to learning. See Klerksdorp Schools Methodist Primary School, Chris Hani Road, Wilkoppies, Klerksdorp, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:33 am local time","Methodist Primary School, Chris Hani Road, Wilkoppies, Klerksdorp, South Africa, South Africa"
