Province,Town,Email,Phone,Website,Website1,Gender,Language,Curriculum,GradeMin,GradeMax,OpeningHours,Description,Address
West Coast,Western Cape,director@sinaiacademy.co.za,,,https://saprivateschools.co.za/listing/the-sinai-academy-primary-school/,Accounting,Music,African Languages,Tourism,Economics,7:00 am - 3:00 pm,"At The Sinai Academy, we bring the best of Montessori, Reggio, Jewish and Child Centred methods of education together. We are here to create a warm, healthy and happy environment where children can grow and develop emotionally and cognitively as well as physically. We strive to do this in a most professional and caring manner. Additionally, we endeavour to impart a love and flair for the beauty of our religion and culture, as well as nurture and develop faith and trust in Gâ€‘d. We hope to inculcate a love for the Holy Land of Eretz Yisraell, all things Jewish and an involvement in the performance of the Mitzvot (precepts) of the Torah. Ivrit - Hebrew language is used in both formal and informal instruction and becomes a part of the daily routine, as well as holiday fun and games. 15 Curlewis Rd, Blouberg Rise, Cape Town, 7441, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:27 am local time","15 Curlewis Rd, Blouberg Rise, Cape Town, 7441, South Africa"
Gauteng,Randburg,info@academia.org.za,,,https://saprivateschools.co.za/listing/achievers-pride-pre-school/,CAPS,,Gauteng,Grade RR,Grade R,7:00 am - 3:00 pm,"Achievers Pride PreSchools hails out of necessity in Windsor West. There is need for a preschool in the vicinity where everyone is an achiever.22 Knights Ave, Windsor West, Randburg, 2194, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:27 am local time","22 Knights Ave, Windsor West, Randburg, 2194, South Africa"
Kwazulu Natal,North Coast,hisgraceschool93@gmail.com,,,https://saprivateschools.co.za/listing/his-grace-and-mercy-pre-school/,IEB,,Kwazulu Natal,Grade RR,Grade R,7:00 am - 3:00 pm,"Our vision is to offer learners quality education and to grow independently with biblical principles and academic excellency in their day to day life8 Ukhula Road, Empangeni Central, Empangeni, 3880, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:27 am local time","8 Ukhula Road, Empangeni Central, Empangeni, 3880, South Africa"
Gauteng,Centurion,laurette@midstreamridgeprimary.co.za,,,https://saprivateschools.co.za/listing/midstream-ridge-primary-primary-school/,Mechanical Technology,Information Technology,English,Music,African Languages,7:00 am - 3:00 pm,"This independent school will endeavour to provide each learner with the skills necessary in an ever accelerating changing world. We strive to provide a holistic, equal opportunity for the acquisition of knowledge and to encourage growth in academic, physical and cultural areas of a well-adapted, responsible individual society. Philosophy: Midstream College Primary School is distinguished by its vision and motto EXCELLENTIA - strive for excellence - which implies the following: education of the highest quality for all learners each learner will be regarded and treated as an individual, to realise his/her optimal potential development of the learners' spiritual values - a value system taught to all learners to give them the opportunity to strengthen and understand their relationship with God and their fellowmen to develop learners physically through healthy team and individual sport participation, in line with their physical abilities to provide tuition in the first language to English as well as Afrikaans speaking learners, and also to provide tuition in a second language on first language level from grade 3 to develop learners in acceptance and respect for all cultures For school fees and other admissions information, Midstream Ridge Primary School, Ridgeway Avenue, Olifantsfontein 410-JR, Olifantsfontein, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:27 am local time","Midstream Ridge Primary School, Ridgeway Avenue, Olifantsfontein 410-JR, Olifantsfontein, South Africa, South Africa"
Gauteng,Krugersdorp,info@unihigh.co.za,,,https://saprivateschools.co.za/listing/unihigh-west-rand-high-school/,CAPS,,Gauteng,Facebook,Twitter,7:00 am - 3:00 pm,"We offer grade 10, 11 and 12 as well as grade 12 upgrades. Grade 10, 11 and 12 form the foundation for future careers. It is in these years that learners make important choices and develop the aptitude and attitude that will determine their future success. At UniHigh, we are committed to helping learners achieve their personal best. We have smaller classes allowing for more personal attention from teaching staff and we give continuous feedback. Our friendly college-type environment where learners do not have to wear school uniform suits those who do not fit into more traditional school models. ? Compulsory subjects are English home language, Afrikaans 1st additional language, Maths or Maths Lit and LO. Subject choices include: Physical Science, Life Sciences, Accounting, Geography, CAT and Business Studies. ? See Krugersdorp area on map to see other schools nearby. 17 Clew St, Monument, Krugersdorp, 1739, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:27 am local time","17 Clew St, Monument, Krugersdorp, 1739, South Africa"
Gauteng,East Rand,bdean@stdunstans.co.za,,,https://saprivateschools.co.za/listing/st-dunstans-primary-school/,IEB,,Gauteng,Facebook,Twitter,7:00 am - 3:00 pm,"Here you will find a teaching community dedicated to helping boys and girls grow into capable young men and women, with the confidence and courage to do the right thing, and the humanity to care about more than themselves. The St Dunstan's College motto 'I Serve' provides inspiration for the school community to develop an attitude of servant leadership. Leadership through service philosophically underpins every level of school activity. We believe that boys and girls should be inspired towards excellence, and we know that they excel best in an environment that understands and supports them. Our school community ensures that each pupil is known, valued, and appreciated. Efforts and contributions are recognised in ways that motivate to continually reach further and higher. As an Anglican school, everything we do at every level is informed by the teachings of Christ. Our objective is to be a centre of excellence that understands the value of the individuals that make up our community, yet unselfishly engages with our broader community. ? See Benoni area on map to see other schools nearby.54 Millburn St, Rynfield, Benoni, 1501, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:27 am local time","54 Millburn St, Rynfield, Benoni, 1501, South Africa"
Western Cape,Northern Suburbs,esimpson@abeilleruche.co.za,,,https://saprivateschools.co.za/listing/abeille-ruche-primary-school/,Mathematical Literacy,Mathematics,Accounting,Religion Studies,Business Studies,7:00 am - 3:00 pm,"We have now also introduced a Grade 10 - 12 option at our school, following the Cambridge curriculum. Our motto: ""Growing in Wisdom"", comes from Luke 2:52. This states the goal of Abeille Ruche School: that learners do not merely acquire head knowledge, but that they should be able to apply their knowledge in their everyday lives! Our badge: The badge consists of two sections: a mountain and a honeycomb. Table Mountain is an immediately recognisable silhouette of Cape Town where our flagship school is based. It is purple, to symbolise the majesty of God. The honeycomb represents the beehive, a figurative representation of our education system and the method in which the pupils are educated. It is gold to depict the value of education. The bee in the foreground represents the pupils who, with their teachers' help, produce the sweet honey of education. Mission Statement It is the aim of Abeille Ruche School to foster: Independent thinking Self-confidence Strong moral values, based on Christ's teachings Respect for others A responsible attitude towards the environment and society.A13 Edgemead Business Park, Southdale Rd, Edgemead, 7441, South AfricaA13 Edgemead Business Park, Southdale Rd, Edgemead, 7441, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:27 am local time","A13 Edgemead Business Park, Southdale Rd, Edgemead, 7441, South Africa"
Gauteng,Sandton,info@BabyBlessingsPreschool.co.za,,,https://saprivateschools.co.za/listing/baby-blessings-lonehill-pre-school/,CAPS,,Gauteng,Grade RR,Grade R,7:00 am - 3:00 pm,"Baby Blessings is a Christian based child development Preschool and Playgroup, set in beautiful grounds, with large grassed play areas, and based in the heart of Lonehill. When we first opened our doors in 2005, it was as a small and intimate Playgroup, focusing only on the younger children. As time went by, and we grew from strength to strength, parents requested that their children remain with us for a longer period. Whilst still maintaining this intimate ""First steps from home"" beginners Playgroup, we have since expanded to include our senior preschool classes. Our small classes accommodate children between the ages of 12 months and 5 years, ensuring that each child receives the individual attention that he / she needs, to thrive and to grow in these formative years. Our warm and nurturing educational environment allows our children to grow in skills and confidence, in the care of our wonderful team of experienced and professional Teachers. We also include Parent/Teacher meetings and various other activities throughout the year. With Christian principles and values, we trust and believe that each child that enters our gates will be truly blessed. ? See Lonehill area on map to see other schools nearby.10 Concourse Cres, Lone Hill, Sandton, 2062, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:27 am local time","10 Concourse Cres, Lone Hill, Sandton, 2062, South Africa"
Gauteng,Faerie Glen,stasysupport@iie.ac.za,,,https://saprivateschools.co.za/listing/maragon-private-high-schools-olympus/,CAPS,,Gauteng,Facebook,Twitter,7:00 am - 3:00 pm,"Maragon Olympus Pre-School, Primary School and High School are among our Titanium Schools. These schools comprise of Pre, Primary School and High Schools with high educational standards, and well-developed facilities. Maragon stands as a beacon of leadership, sports, cultural and cutting edge educational philosophies.Doxa Deo Faerie Glen, Faerie Glen, Pretoria, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:27 am local time","Doxa Deo Faerie Glen, Faerie Glen, Pretoria, South Africa, South Africa"
Western Cape,West Coast,info@bigbayacademy.co.za,,,https://saprivateschools.co.za/listing/big-bay-academy-pre-school/,CAPS,,Western Cape,Grade RR,Grade R,7:00 am - 3:00 pm,"Big Bay Academy is a private & independent school registered with WCED, our Junior & Senior campuses are situated in Parklands, Cape Town. The Academy has also attained the status of a duly registered Cambridge International School fully affiliated with ISASA (Independent Schools Association of South Africa)11 Parklands Main Rd, Parklands, Cape Town, 7441, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:27 am local time","11 Parklands Main Rd, Parklands, Cape Town, 7441, South Africa"
Kwazulu Natal,South Coast,collegereception@southcity.org.za,https://www.stbenedicts.co.za/,,https://saprivateschools.co.za/listing/southcity-christian-pre-schools/,English,CAPS,,Ramsgate,Grade RR,7:00 am - 3:00 pm,"At Southcity Christian Schools we offer a broad and balanced academic programme with a wide variety of subject options that can accommodate pupils of varying abilities. Classes are of a manageable size, allowing some pupils to accelerate their progress and others to receive special attention. In the Preparatory Phase a superb cross-curricular programme with unique yet relevant content is taught in a loving environment. This facilitates academic problem solving and helps build a solid foundation for the years ahead.Alford Ave, Ramsgate Beach, Margate, 4285, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:27 am local time","Alford Ave, Ramsgate Beach, Margate, 4285, South Africa"
Eastern Cape,Port Elizabeth,info@newtonparkpreprimary.co.za,,,https://saprivateschools.co.za/listing/netwon-park-pre-primary/,CAPS,,Eastern Cape,Grade RR,Grade R,7:00 am - 3:00 pm,"This school's description is currently being updated and will appear within the near future.Newton Park Pre-Primary School, Shirley Street, Newton Park, Gqeberha, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:27 am local time","Newton Park Pre-Primary School, Shirley Street, Newton Park, Gqeberha, South Africa, South Africa"
Western Cape,Somerset West,info@mondeorecoschool.co.za,,,https://saprivateschools.co.za/listing/mondeor-eco-primary-school/,Visual Arts,Geography,Agricultural Management Practices,Dance Studies,Civil Technology,7:00 am - 3:00 pm,"Mondeor Eco School began in 2007 with one learner and one teacher. There are now more than 350 learners and more than 70 staff! With our first decade behind us, we set our sights on new targets. Instead of explosive growth, we want to recommit to sustainability, responsibility and community. With this in mind, we are rooted in our values and the things that have made our school what it is today. Our efforts are aimed at being recognised as an institution and having a presence in the community. We hope this website expresses our renewed vision for the future, and what we can offer as an institution. See Somerset West area on map to see other schools nearby.Mondeor Eco School, Mondeor Road, Helderberg Rural, Sir Lowry""s Pass, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:28 am local time","Mondeor Eco School, Mondeor Road, Helderberg Rural, Sir Lowry""s Pass, South Africa, South Africa"
Western Cape,West Coast,debbie.krastin@iesmail.com,,,https://saprivateschools.co.za/listing/blouberg-international-primary-school/,African Languages,Physical Sciences,Afrikaans,Visual Arts,Geography,7:00 am - 3:00 pm,"Blouberg International is the only international co-educational school on the West Coast. Currently situated in the suburb of Parklands, we are flanked by the vast Atlantic Ocean with the vivid backdrop of the majestic Table Mountain. In offering the British National Curriculum with international benchmarks from Cambridge University, we ensure a stable curriculum coupled with international standards of excellence. We prepare our students for further education in Colleges and Universities all over the world, but equally important, we prepare our students for life. IES schools are closely linked to the SEK-International Institution, a network of schools and universities in Latin America and Spain. The schools are members of The International Schools Association, offer, where appropriate, qualifications awarded by Cambridge International Examinations and the International Baccalaureate, and locally are members of major school associations such as the Florida Council of Independent Schools, the Southern Association of Colleges and Schools (USA), the Independent Schools Association (UK), the Independent Association of Prep Schools (UK), and the Independent Schools Association of Southern Africa.74 Ringwood Dr, Parklands, Cape Town, 7441, South Africa74 Ringwood Dr, Parklands, Cape Town, 7441, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:28 am local time","74 Ringwood Dr, Parklands, Cape Town, 7441, South Africa"
Gauteng,East Rand,info.helderwyk@curro.co.za,087 097 0844,https://www.curro.co.za/schools/curro-helderwyk-primary-school/,https://saprivateschools.co.za/listing/curro-helderwyk-independent-primary-school/,Music,African Languages,Physical Sciences,Economics,Visual Arts,7:00 am - 3:00 pm,"Curro Helderwyk is a leading independent school situated within the Helderwyk Security Estate in Brakpan. We provide high-quality education, which incorporates 21st-century learning, to learners from Age 3 to Grade 12. Our small class sizes of between 20-25 learners and enhanced curriculum provide children with the skills and knowledge to grow into self-confident individuals. With specialised subjects and dedicated teachers, our well-rounded approach prepares learners for the IEB examination at the end of Grade 12. Castle At Curro Helderwyk Helderwyk, we provide a safe, nurturing environment where children are cared for and engaged in play-based developmental activities. Through competitive school fees, our classrooms are designed to encourage educational curiosity, while our playgrounds are equipped with play structures that inspire physical development through movement and play. Our small class sizes are divided by age group, which allows our teachers to spend quality time with each child. Language English Ages From 3 years to 5 years Class size 10 - 20 children (varies) Monthly Fees R3 530 School Times 07:40 - 13:00 Aftercare46 Tandelberg St, Helderwyk Estate, Brakpan, 1541, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:28 am local time","46 Tandelberg St, Helderwyk Estate, Brakpan, 1541, South Africa"
Eastern Cape,Fort Beaufort,ywadmin@procomp.co.za,,,https://saprivateschools.co.za/listing/yellowwoods-preparatory-pre-school/,IEB,,Eastern Cape,Facebook,Twitter,7:00 am - 3:00 pm,"Yellowwoods School was started in Fort Beaufort in January 1996 and Mr. Robin Retzlaff was the first Principal.? In September 1996 it was decided to move to the Yellowwoods Hotel between Adelaide and Fort Beaufort. The origins of these premises date back to 1841 when a retired sea captain and poet, Mr. Hazelton built a coach inn for the ox, horse and donkey wagons transporting goods between towns. Today, Yellowwoods Preparatory School has a thriving Pre-primary with a bustling Junior and Senior Phase from Grade 1-7. We are proud to be affiliated members of I.S.A.S.A. (Independent Schools Association of South Africa) ISASA's mission statement depicts Quality, Values and Diversity. Our beautiful school is perfectly set in the country on 10 hectars, surrounded by trees, dams and farms, along the sunny banks of the Kroomie River and foothills of the Winterberg mountain range. Yellowwoods is known as an 'educational oasis' which offers young people the unique opportunity of the finest education in a secure, happy and very caring environment.? Yellowwoods mission statement is to provide children with a quality education based on Christian Principles.Fort Beaufort, Amatole, Eastern Cape, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:28 am local time","Fort Beaufort, Amatole, Eastern Cape, South Africa, South Africa"
