Province,Town,Email,Phone,Website,Website1,Gender,Language,Curriculum,GradeMin,GradeMax,OpeningHours,Description,Address
Gauteng,Pretoria Central,info@britishacademy.co.za,+27 (0)12 940 5343,,https://saprivateschools.co.za/listing/the-british-academy-high-school/,English,CAPS,,Pretoria,Facebook,7:00 am - 3:00 pm,"At The British Academy, we are committed to spirited learning, academic development, personal growth and fun. We empower our learners to ask insightful questions, explore disciplinary boundaries and confront conventional ways of thinking. We invite you to learn more about us and discover an excellent education built for you.202 Main St, Nieuw Muckleneuk, Pretoria, 0181, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:21 am local time","202 Main St, Nieuw Muckleneuk, Pretoria, 0181, South Africa"
Johannesburg,Houghton,admissions@stjohnscollege.co.za,,,https://saprivateschools.co.za/listing/st-johns-primary-school/,Mechanical Technology,Information Technology,English,Music,African Languages,7:00 am - 3:00 pm,"St John's College is a world-class Christian African school founded in 1898. The school accepts boys from Grade 0 to Grade 12 into the Pre-Preparatory, Preparatory and the College, and accepts boys and girls in The Bridge Nursery School and Sixth Form. St John's numbers among South Africa's pre-eminent schools, with a reputation for excellence extending well beyond the country's borders. Based in Houghton, Johannesburg, St John's follows the rich traditions of the Anglican Church. Teaching is based on sound values and morals and the Anglican ethos of respect and care, while also celebrating the traditions of other faith communities to encourage mutual understanding and tolerance. St John's is an African centre of excellence - the strong commitment to academic excellence is balanced by a diverse and rich extra-curricular cultural and sporting programme, to produce young individuals who are inquiring, enthusiastic, tolerant and resilient. We nurture today's children to lead tomorrow's world in Light, Life and Love. St David Rd, Houghton Estate, Johannesburg, 2198, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:21 am local time","St David Rd, Houghton Estate, Johannesburg, 2198, South Africa"
Moret,Gauteng,swanprep@gmail.com,,,https://saprivateschools.co.za/listing/swan-prep-nursery-pre-school/,IEB,,Moret,Grade RR,Grade R,7:00 am - 3:00 pm,"Swan Prep & Nursery School After 48 years in the same family the school is naturally well established and well equipped. The 3rd and 4th generations is currently running the school. 3rd generation owner - Mrs Liza Komlosy - B Prim Ed 1984 RAU. The 4th generation owner, Crystal, is now 25 years of age. - She has completed B.Bus.Sci 2011 at Monash university and will continue her studies in education at Unisa while she works full time at the school. More than 100 years of teaching experience at the school. The current teachers all together have more than a hundred years of experience at the school all together. 3 of the teachers have been at the school since 1968 including the principal. The staff is wonderful, happy in their work and work together as a team to keep all the little ones happy and secure. Excellent facilities Very few nursery schools could boast with... A Music centre - fully equipped with 2 pianos, 1 keyboard, 150 percussion instruments, xylophones, a huge base drum, instruments from other countries, instruments from the past, homemade instruments etc.18-22 Stamvrug Cres, Moret, Randburg, 2194, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:22 am local time","18-22 Stamvrug Cres, Moret, Randburg, 2194, South Africa"
Gauteng,Randburg,reception@greenpark.co.za,,,https://saprivateschools.co.za/listing/greenpark-nursery-pre-school/,CAPS,,Gauteng,Facebook,Twitter,7:00 am - 3:00 pm,"We endeavour to make sure that every family at Greenpark has very special memories to take with them when they move on, and that they feel empowered to cope easily with the next step. Our aim is to send our children on to Primary School with an excellent self-image and good problem solving skills, which we believe will benefit them for the rest of their lives. For school fees and other admissions information, please contact us below by emailing or completing the form at the bottom of this page. ? See Parktown area on map to see other schools nearby.5th St, Parkhurst, Sandton, 2193, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:22 am local time","5th St, Parkhurst, Sandton, 2193, South Africa"
Mpumalanga,Piet Retief,sec.alphaomega@gmail.com,,,https://saprivateschools.co.za/listing/alpha-omega-pre-school/,CAPS,,Mpumalanga,Facebook,Twitter,7:00 am - 3:00 pm,"Alpha and Omega School started sixteen years ago as a pre-primary school. With almost 200 learners attending the pre-primary school in the initial years, the Lord pressed it on the hearts of the Executive Head: Mrs Premie Naidoo and her late husband to open a primary school. The school now offers quality primary education from Grade RRR to Grade 7 with a Christian ethos to mostly Zulu-speaking learners. The Lord has put together a staff body at Alpha and Omega who are dedicated to the well-being and personal development of each learner. ?14 August Westhof St, Piet Retief, 2380Monday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:22 am local time","14 August Westhof St, Piet Retief, 2380"
Gauteng,Midrand,info@actshouse.com,,,https://saprivateschools.co.za/listing/acts-house-of-education-high-school/,CAPS,,Gauteng,Facebook,Twitter,7:00 am - 3:00 pm,"Acts House of Education is a Christian Independent School established in 2015. The school is registered with the Gauteng Department of Education and fully accredited by Umalusi. The school is a proud member of Acts Christian Church and affiliated with the Independent Schools Association of Southern Africa (ISASA). Acts House of Education educates students according to Biblical precepts, and follows a holistic approach in leading and equipping students as they prepare for adulthood. The school offers Grade R-12 and classroom numbers are capped at 24 learners per class, and 2 classes per grade. Acts House of Education has a dedicated team of qualified teachers who are invested in both the academic and pastoral care of their students. Daily devotions, weekly pastoral lessons and monthly worship assemblies form part of making our school a spiritual home. ? See Midrand area on map to see other schools nearby. 187 Allan Rd, Glen Austin AH, Midrand, 1685, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:22 am local time","187 Allan Rd, Glen Austin AH, Midrand, 1685, South Africa"
Gauteng,Randburg,enquiries@knightsprep.com,117 896 778,https://knightsprep.co.za/,https://saprivateschools.co.za/listing/knights-preparatory-school/,Judo,Netball,Rugby,Ballet,Chess,7:00 am - 3:00 pm,"We are a Primary School that prepares our children, by providing a safe place, to be secure in their uniqueness, so that they can impact the world they live in. Talents are God-given and the way we think and live establishes the platform for success. The reality of life is nestled in our daily existence and our dreams and ambitions form our true self. At Knights Preparatory we link our faith with our dreams and realities. Dedicated, Christian teachers, committed support staff, involved parents, and visionary leadership form the median for success, the building blocks for future well being and internal self-realisation. This creates a positive school environment with high expectations for life. Check our web site We live in a rapidly changing world and it is our desire to nurture skills and values that will enable our learners to navigate through and succeed in life. In order to support our vision of children who can impact the world around them because they are secure in their uniqueness, Knights has adopted a cognitive education approach.Milner Road, Kensington B, Johannesburg Ward 104, Randburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2125, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:22 am local time","Milner Road, Kensington B, Johannesburg Ward 104, Randburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2125, South Africa"
Rosettenville,Gauteng,info@verneycollege.co.za,,,https://saprivateschools.co.za/listing/verney-college/,IEB,,Rosettenville,Facebook,Twitter,7:00 am - 3:00 pm,"Verney College is an English medium, co-educational primary and high school, catering for learners from Grade 0 to Grade 12. We are registered with the Independent Examinations Board (I.E.B.) Accredited by Umalusi, Council for Quality Assurance in General and Further Education and Training. Our classes are small classes (20-25 pupils) and are taught by highly qualified teachers. Our facilities include 24 classrooms with a state-of-the-art computer room, science lab, and a library. The School provides academic support, aftercare for homework supervision with qualified teachers, and a Computer Studies program. A 100% Matric Pass and numerous distinctions have been obtained over the past few years. 65 Garden St, Rosettenville, Johannesburg, 2190, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:22 am local time","65 Garden St, Rosettenville, Johannesburg, 2190, South Africa"
Belgravia,Gauteng,secretary@stjamesschool.co.za,,,https://saprivateschools.co.za/listing/st-james-preparatory-pre-school/,CAPS,,Belgravia,Grade RR,Grade R,7:00 am - 3:00 pm,"St James is a multi-cultural independent school with a very distinctive ethos based on the philosophy of Advaita Vedanta. It is a philosophy of unity where the essence of every child is recognised and acknowledged as divine and perfect. We all have different individual characteristics, but behind these differences, we share the same divine nature which is full of happiness, vitality and knowledge. This ethos makes for a school where divisions and separations of culture and social background are easily transcended. In line with our philosophy, the school is open to children of all faiths, and of none. Our assemblies contain readings and prayers from a variety of western and eastern sources which emphasise the unifying principles common to all the great faiths and teachings of the world. Please feel welcome to visit us and experience for yourself a school where children are natural, happy, well nourished and polite.61 Berg St, Jeppestown, Johannesburg, 2194, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:22 am local time","61 Berg St, Jeppestown, Johannesburg, 2194, South Africa"
Gauteng,Jhb South,johannesburg@taalct.co.za,,,https://saprivateschools.co.za/listing/taal-net-johannesburg-pre-school/,CAPS,,Gauteng,Grade RR,Grade R,7:00 am - 3:00 pm,"Study the Taal-Net way is the flexible, accessible way to brush up on your skills, advance your career and realize your dreams. Taal-Net International makes it easier for you. You will also have access to individual attention from qualified tutors and other support staff. aal-Net is a group of schools that offer a world class learning environment for Primary, High school, Matric classes, Computer Courses, Business Courses and IT consultancy and outsourcing services. We are registered for both Primary and High Schools with the Department of Basic Education and Higher Education and Training respectively.63 Turf Club St, Turffontein, Johannesburg South, 2140, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:22 am local time","63 Turf Club St, Turffontein, Johannesburg South, 2140, South Africa"
Kwazulu Natal,Durban,info@thomasmore.co.za,https://www.verneycollege.com/,,https://saprivateschools.co.za/listing/thomas-more-college/,English,CAPS,,Twitter,Instagram,7:00 am - 3:00 pm,"This school's description is currently being updated and will appear within the near future.15 Sykes Rd, Kloof, 3640, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:22 am local time","15 Sykes Rd, Kloof, 3640, South Africa"
Kwazulu Natal,Verulam,missio@iburst.co.za,,,https://saprivateschools.co.za/listing/missio-dei-christian-high-school/,CAPS,,Kwazulu Natal,Instagram,YouTube,7:00 am - 3:00 pm,"What makes Missio Dei Christian School to stand out from other private schools is their unique teaching system. The Accelerated Christian Education curriculum allows for students to learn at their own pace which ensures mastery of the subject material. Students set their own goals daily, detailing how much work they can complete in each of their subjects. They do this with the support of their class supervisors who encourage and aid learners to perform according to their individual potential. All learning at Missio Dei Christian School takes place from a Christian point of view. Teachings based on character, morals and values underpin all aspects of a student's learning. This ensures that when a learner leaves Missio Dei Christian school they are not merely prepared academically but also stand out as well-rounded adults ready to take on the world at large. Missio Dei Christian School is 10 years old this year and continues to grow beyond measure. Missio Dei Christian School management and staff constantly strive to provide leadership and expertise allowing their learners to not just develop to their individual potential but to exceed it!Missio Dei, Robin Street, Dawncrest, Verulam, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:22 am local time","Missio Dei, Robin Street, Dawncrest, Verulam, South Africa, South Africa"
Gauteng,Midrand,info@actshouse.com,,,https://saprivateschools.co.za/listing/acts-house-of-education-primary-school/,Agricultural Sciences,Consumer Studies,Agricultural technology,Engineering Graphics and Design,Electrical Technology,7:00 am - 3:00 pm,"Acts House of Education is a Christian Independent School established in 2015. The school is registered with the Gauteng Department of Education and fully accredited by Umalusi. The school is a proud member of Acts Christian Church and affiliated with the Independent Schools Association of Southern Africa (ISASA). Acts House of Education educates students according to Biblical precepts, and follows a holistic approach in leading and equipping students as they prepare for adulthood. The school offers Grade R-12 and classroom numbers are capped at 24 learners per class, and 2 classes per grade. Acts House of Education has a dedicated team of qualified teachers who are invested in both the academic and pastoral care of their students. Daily devotions, weekly pastoral lessons and monthly worship assemblies form part of making our school a spiritual home. ? See Midrand area on map to see other schools nearby.187 Allan Rd, Glen Austin AH, Midrand, 1685, South Africa187 Allan Rd, Glen Austin AH, Midrand, 1685, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:22 am local time","187 Allan Rd, Glen Austin AH, Midrand, 1685, South Africa"
Western Cape,Northern Suburbs,principal@mountainviewacademy.co.za,https://www.royalschools.co.za/princess-park-private-schools-pretoria.html,,https://saprivateschools.co.za/listing/mountain-view-academy-high-school/,English,IEB,,Bellville,Facebook,7:00 am - 3:00 pm,"Mountain View Academy was started in the year 2006 to provide parents with a ""home-school"" alternative. The learners find themselves in an inclusive environment where they receive close individual attention in a small classroom environment. The learners' academic needs are met at the level that they are at and where necessary, individual education programs are set up so that each learner experiences success within their day. The emphasis is on skills development and independent study methods as opposed to the accumulation of facts by rote learning. The curriculum and school terms laid down by the Western Cape Education Department are followed. The content of the curriculum is presented from a Christian rather than a Humanistic viewpoint. English, Maths and Life Orientation are the core learning areas within the Foundation Phase at Mountain View Academy and all other learning areas are integrated within this programme. In the Intermediate and Senior Phases the learning areas, as laid down by the Western Cape Department of Education, are followed. Where necessary, alternative forms of assessment are implemented within our supportive environment. See Bellville area on map to see other schools nearby.Mountain View Academy, Barrow Street, Monte Vista, Cape Town, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:22 am local time","Mountain View Academy, Barrow Street, Monte Vista, Cape Town, South Africa, South Africa"
Gauteng,Randburg,info@littleelitekids.co.za,,,https://saprivateschools.co.za/listing/little-elite-kids-pre-school/,CAPS,,Gauteng,Grade RR,Grade R,7:00 am - 3:00 pm,"Cresta, Randburg Little Elite Kids was created out of pure love and care for our kids and through our passion to provide a safe, fun and loving learning environment. At Little Elite Kids we understand that children comes first and you as parents want only the best for them. That's why we created a home away from home. Little Elite Kids exists to provide a safe, developmentally inclusive environment where our focus is to provide a stimulating early learning centre which promotes each child's social/emotional, physical and cognitive development.Little Elite Kids Pre-school, 14th Avenue, Northcliff, Randburg, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:22 am local time","Little Elite Kids Pre-school, 14th Avenue, Northcliff, Randburg, South Africa, South Africa"
Gauteng,Roodepoort,agapeland@iafrica.com,,,https://saprivateschools.co.za/listing/arrows-of-destiny-christian-academy-high-school/,CAPS,,Gauteng,Facebook,Twitter,7:00 am - 3:00 pm,"Arrows of Destiny Christian Academy is a Christian School using the ACE (Accelerated Christian Education) Curriculum. This allows the student to move ahead at his/her own pace as they master the work. This curriculum satisfies the RNCS which satisfies the core curriculum as set out by the Education Department. The curriculum focuses on the individual learner, so age groups may be on different PACES. A system of mastery is in place enabling the learner to cover all work adequately before moving on to new work. Learners are required to complete 80 PACES per year to cover one year's work. 7, 7 Katjiepiering Street, Weltevredenpark, Roodepoort, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:22 am local time","7, 7 Katjiepiering Street, Weltevredenpark, Roodepoort, South Africa"
Jhb South,Alberton,info@southampton.co.za,106 340 487,https://southampton.co.za/,https://saprivateschools.co.za/listing/southampton-private-academy-high-school/,Co-Ed (Mixed),English,IEB,,Gauteng,7:00 am - 3:00 pm,"We believe that a teacher should play the role of a facilitator, not just a disseminator of textbook knowledge. Our teachers are highly qualified with a minimum qualification of Diploma in Education for Foundation Phase and Bachelor's in Education for Intermediate Phase and above. Not only are we setting the precedence for high academic performance in the area, we beat all other institutions in being the lowest fee private school. Through our interactive and engaging classrooms, we ensure that children are active. Here's what sets us apart as active participants rather than passive listeners. Our integrated learning approach is an activity based learning process where experimentation, self-discovery, high level of engagement and hands-on experience are given priority. Personal, academic, social and emotional development is given importance over basic cognitive development, ensuring that reasoning is not neglected.George Corie Centre, 59 Voortrekker Rd, New Redruth, Alberton, 1449, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 9:22 am local time","George Corie Centre, 59 Voortrekker Rd, New Redruth, Alberton, 1449, South Africa"
