Province,Town,Email,Phone,Website,Website1,Gender,Language,Curriculum,GradeMin,GradeMax,OpeningHours,Description,Address
Gauteng,Sandton,dmnguni@crawfordschools.co.za,,,https://saprivateschools.co.za/listing/crawford-preparatory-sandton/,IEB,,Gauteng,Facebook,Twitter,7:00 am - 3:00 pm,"Crawford International Sandton is nestled in the heart of Sandton. The campus was built over 23 years ago, and the classrooms, studios, laboratories, and centres all form part of our school's beautiful architecture.At Crawford International Sandton, we believe that each student has a unique learning journey and inspire each one to achieve their maximum potential. Our ethos and essence are built on mutual respect, diversity, and inclusion. We celebrate each other's beliefs, religions, and value systems, making our learning community truly unique. 11 Benmore Road, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:45 am local time","11 Benmore Road, South Africa"
Western Cape,Northern Suburbs,rainbowmont@mweb.co.za,,,https://saprivateschools.co.za/listing/rainbow-montessori-primary-school/,Physical Sciences,Afrikaans,Religion Studies,Geography,Agricultural Management Practices,7:00 am - 3:00 pm,"Rainbow Montessori emphasises hands on, discovery based learning. Although the program promises to strive for a good standard of excellence, the children are challenged to compete against themselves, rather than each other. At Rainbow Montessori, we also aim for a close partnership between the home and school environment, academic accountability and an innovative program that leads children to develop high levels of personal responsibility, independence and self-confidence. See Durbanville Schools Rainbow Montessori School, Kapokberg Crescent, The Crest, Durbanville, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:45 am local time","Rainbow Montessori School, Kapokberg Crescent, The Crest, Durbanville, South Africa, South Africa"
Gauteng,East Rand,admissions@ashtonbenoni.co.za,,,https://saprivateschools.co.za/listing/ashton-international-primary-school-benoni/,Agricultural Management Practices,History,Agricultural Sciences,Dramatic Arts,Computer Applications Technology (CAT),7:00 am - 3:00 pm,"Situated in Benoni, amidst tranquil surroundings and Cape-Dutch Architecture, Ashton International College opened its doors to our founder students in January 1998, and has since grown under the expert care of the proprietor, Mr. Andre Buys and Executive Principal Mrs. Reena Snelling. Ashton Junior College opened in 2002 to welcome its new primary school students. As a South African school we recognise the need to provide quality education for our students on their journey to excellence. We encourage students to work individually to help them find independence. However our teachers are never too busy to provide undivided attention to those who require it. ? See Benoni area on map to see other schools nearby.47 Beryl St, Goedeburg, Benoni, 1501, South Africa47 Beryl St, Goedeburg, Benoni, 1501, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:45 am local time","47 Beryl St, Goedeburg, Benoni, 1501, South Africa"
Gauteng,Johannesburg,info@sparkschools.co.za,,,https://saprivateschools.co.za/listing/spark-bramley-primary-school/,Civil Technology,Dramatic Arts,Computer Applications Technology (CAT),Information Technology,English,7:00 am - 3:00 pm,"This school's description is currently being updated and will appear within the near future.41 High Rd, Bramley, Johannesburg, 2018, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:45 am local time","41 High Rd, Bramley, Johannesburg, 2018, South Africa"
Gauteng,Midrand,tanya@sandton-akademie.co.za,,,https://saprivateschools.co.za/listing/sandton-afrikaanse-akademie-pre-school/,Afrikaans,Dual-Medium,CAPS,,Crowthorne,7:00 am - 3:00 pm,"Sandton Afrikaanse Akademie bied vir u kind die geleentheid om te ontwikkel na 'n afgeronde persoon, in 'n omgewing waar hy/sy raakgesien word en waar u kind se belange op die hart gedra word. Ons skool bied 'n uitstekende program wat vir elke kind 'n voorsprong sal gee op die pad na volwassewording. Die personeel is bekwaam en kundig, het goeie ondervinding en bied gehalte-onderwys aan in goed gefasiliteerde klaskamers. Hoe akademiese standaarde word gehandhaaf en die leerders kan ook deelneem aan sport en kultuur-aktiwiteite. Die skool bied 'n goeie basis vir elke kind se opvoeding waaruit ons resultate spreek van goed gebalanseerde en aangepaste kinders.33 Jupiter Avenue, Crowthorne AH, Midrand, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:45 am local time","33 Jupiter Avenue, Crowthorne AH, Midrand, South Africa, South Africa"
Gauteng,Pretoria North,reception.thornview.primary@acudeo.co.za,,,https://saprivateschools.co.za/listing/acudeo-pre-school-thornview-primary-soshanguve/,CAPS,,Gauteng,Grade RR,Grade R,7:00 am - 3:00 pm,"ACUDEO College is founded in the Christian faith and principles. ACUDEO is a composite word with the roots Acumen, the ability to think clearly, make good decisions and exercise sound judgement and Deo, which is Greek for God. The name Acudeo embodies growing one's knowledge and skills in the presence and under the guidance of God I am Lynette du Toit, the principal of ACUDEO College Thornview Primary. I am very passionate about education and am very happy that my career parth in education brought me to the exciting role of leading and managing this school. I believe in establishing systems that are reliable, efficient and effective in allowing our staff and learners to leverage all the opportunities for learning that a school offers. These include systems for keeping learners from being excluded from leaerning and growing or as we say falling through the cracks, systems for helping teachers grow professionally, and systems for dealing with the challenging dynamics that inevitably arise in a place filled with hundreds of complex, wonderful hearts and minds. My teaching career started in 1998 as a secretary in Hoerskool Pretoria-Wes.3082 Mofifi St, Soshanguve - VV, Soshanguve, 0152, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:45 am local time","3082 Mofifi St, Soshanguve - VV, Soshanguve, 0152, South Africa"
Tembisa,Gauteng,tkla@tkla.co.za,,,https://saprivateschools.co.za/listing/tersia-king-learning-academy-high-school/,CAPS,,Tembisa,Facebook,Twitter,7:00 am - 3:00 pm,"Tersia King Learning Academy, situated in Hospital View, was established in 1991 as a Non-profit Private School to meet educational needs in the township of Tembisa and surrounding areas. This Non-profit Educational Trust aims to meet the need for quality education in Tembisa. For other admissions information, please contact us by filling in the form or: 389 Samora Machel St, Tembisa, Johannesburg, 1632, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:45 am local time","389 Samora Machel St, Tembisa, Johannesburg, 1632, South Africa"
Eastern Cape,East London,principalaflca@gmail.com,,,https://saprivateschools.co.za/listing/advance-for-life-christian-academy-high-school/,CAPS,,Eastern Cape,Instagram,YouTube,7:00 am - 3:00 pm,"Advance for Life Christian Academy is a private Christian School in East London, from Grades R to 12 = IEB curriculum. Been in operation for 20 years. 3 Northcote Pl, Wilsonia, East London, 5247, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:45 am local time","3 Northcote Pl, Wilsonia, East London, 5247, South Africa"
Gauteng,Randburg,enrollinden@pinnaclecolleges.co.za,,,https://saprivateschools.co.za/listing/pinnacle-pre-school-linden/,CAPS,,Gauteng,Grade RR,Grade R,7:00 am - 3:00 pm,"Pinnacle College Linden provides a sound academic footing whilst preparing students for a successful life. This is done through a focus on the delivery of an excellent academic programme as well as a core extra mural offering which includes a sporting and cultural programme.Corner 4th avenue and 11th Street, Linden, Johannesburg, 2195, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:45 am local time","Corner 4th avenue and 11th Street, Linden, Johannesburg, 2195, South Africa"
Western Cape,West Coast,info@bigbayacademy.co.za,,,https://saprivateschools.co.za/listing/big-bay-academy-high-school/,CAPS,,Western Cape,Facebook,Twitter,7:00 am - 3:00 pm,"Big Bay Academy is a private & independent school registered with WCED, our Junior & Senior campuses are situated in Parklands, Cape Town. The Academy has also attained the status of a duly registered Cambridge International School fully affiliated with ISASA (Independent Schools Association of South Africa) 11 Parklands Main Rd, Parklands, Cape Town, 7441, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:45 am local time","11 Parklands Main Rd, Parklands, Cape Town, 7441, South Africa"
Kwazulu Natal,Durban,marketing@kainon.co.za,,,https://saprivateschools.co.za/listing/kainon-primary-school/,Mechanical Technology,Information Technology,English,Music,African Languages,7:00 am - 3:00 pm,"Kainon School cares about every aspect of the child. The school aims to nurture the spiritual, moral, academic, social, athletic and artistic well-being of each and every child. The focus is on integrating these various facets into a holistic, multi-disciplinary way of teaching. Religion is a part of this balance in everyday life. The aim of education at Kainon Primary School is to provide an environment which is the extension of the home sphere. That sphere is one of family belonging, individualism and celebration of differences. Kainon School, Perth Road, Dawncrest, Westville, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:45 am local time","Kainon School, Perth Road, Dawncrest, Westville, South Africa, South Africa"
Mpumalanga,White River,getadmin@metropolitangroup.co.za,,,https://saprivateschools.co.za/listing/metropolitan-primary-school/,Agricultural Sciences,Consumer Studies,Agricultural technology,Engineering Graphics and Design,English,7:00 am - 3:00 pm,"We are an Independent, Boarding, Inspired and Eco-Friendly school with Embedded Technology that operate in three Campuses in White River, Mpumalanga-South Africa and one campus in Mananga Swaziland.2 Hennie Van Til St, White River, 1240, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:46 am local time","2 Hennie Van Til St, White River, 1240, South Africa"
Kwazulu Natal,Howick,mountcarmelchristianschool@gmail.com,,,https://saprivateschools.co.za/listing/mount-carmel-christian-pre-school/,CAPS,,Kwazulu Natal,Facebook,Twitter,7:00 am - 3:00 pm,"Mount Carmel Christian School is an English Medium School, consisting of a highly dedicated team of professionals who offer individual attention to learners from affordable backgrounds nationally.Our motto is to AIM HIGH! Mount Carmel Christian School is an English Medium School providing education for the junior phase and intemediate phases of the school system.21 Morling St, Howick, 3290, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:46 am local time","21 Morling St, Howick, 3290, South Africa"
Western Cape,Winelands,ade@hope.org.za,,,https://saprivateschools.co.za/listing/high-school-of-hope/,CAPS,,Western Cape,Facebook,Twitter,7:00 am - 3:00 pm,"School of Hope is a registered special-needs secondary school that provides a second chance at education for at-risk, vulnerable children and youth, that includes former street children, rehabilitated drug addicts, and children from abusive, neglectful homes. There is no requirement of an entrance exam, only the prerequisite that students demonstrate a willingness to learn. They offer computer application technology (CAT) as a compulsory subject to ensure that every learner leaves the school in possession of knowledge that they can use in the current information age and in their future career.27A Kotzee Rd, Observatory, Cape Town, 7925, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:46 am local time","27A Kotzee Rd, Observatory, Cape Town, 7925, South Africa"
Gauteng,Sandton,admin@northsands.co.za,,,https://saprivateschools.co.za/listing/north-sands-learning-academy-primary-school/,Agricultural Management Practices,History,Agricultural Sciences,Dramatic Arts,Computer Applications Technology (CAT),7:00 am - 3:00 pm,"This school's description is currently being updated and will appear within the near future.166 Runnymead Ave, Chartwell, 2055, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:46 am local time","166 Runnymead Ave, Chartwell, 2055, South Africa, South Africa"
Ballito,Kwazulu Natal,admissions@ashtonballito.co.za,,,https://saprivateschools.co.za/listing/ashton-international-college-ballito/,CAPS,,Ballito,Facebook,Twitter,7:00 am - 3:00 pm,"Ashton is an English-medium co-educational school with a Christian ethos, catering for students from Grade 0000 - Grade 12. Situated in the heart of Ballito, Kwa-Zulu Natal, Ashton strives for academic, sport and cultural excellence. We provide a family environment with traditional morals and values. It is our sense of commitment that we strive to unlock the potential that lies within every student, producing well rounded young adults that will one day, make a difference. Our Junior College is made up of three phases, where all students are celebrated for their unique potential. Our youngest students begin their schooling in the Ashlings Early Learning Centre, move through the Foundation Phase and finally enter the Intersen Phase to complete their preparatory education. At Ashton Senior College, we prepare students for their journey into the future. We pride ourselves on combining the excitement and innovation of a relatively new concept in education by offering students the best of both worlds - IEB and CIE. ? See Ballito area on map to see other schools nearby. Albertina Way, Dolphin Coast, 4420, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:46 am local time","Albertina Way, Dolphin Coast, 4420, South Africa"
Gauteng,Pretoria East,kidsacademy2@polka.co.za,,,https://saprivateschools.co.za/listing/kiddies-academy-lynnwood-pre-school/,CAPS,,Gauteng,Grade RR,Grade R,7:00 am - 3:00 pm,"Kiddies Academy CC has been a leading provider of exceptional quality care & early year's education for the past 18 years. The founders, Mrs. Z. Kriek & Mrs. C. Jooste both Educational Psychologists, has stayed true to their commitment & approach to childcare: Creating a warm, secure, friendly environment where each child is encouraged to reach their full potential through praise, sensitivity & mutual respect. To maintain well organised, aesthetically & environmentally appealing facilities. To provide a care facility where parents are happy to leave their children secure in the knowledge that their children will receive the highest quality childcare & education.Kiddies Academy Lynnwood, Cura Avenue, Equestria, Pretoria, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:46 am local time","Kiddies Academy Lynnwood, Cura Avenue, Equestria, Pretoria, South Africa, South Africa"
Gauteng,Johannesburg,engela.young@absamail.co.za,,,https://saprivateschools.co.za/listing/mindworx-academy-high-school/,IEB,,Gauteng,Facebook,Twitter,7:00 am - 3:00 pm,"This school's description is currently being updated and will appear within the near future.The Mall Offices, Mall Offices, 11 Cradock Ave, Rosebank, Johannesburg, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:46 am local time","The Mall Offices, Mall Offices, 11 Cradock Ave, Rosebank, Johannesburg, South Africa, South Africa"
Athlone,,stonefountain@connectedsa.co.za,,,https://saprivateschools.co.za/listing/stonefountain-college/,CAPS,,Athlone,Copy link,Copy link,7:00 am - 3:00 pm,"Learners who struggle to cope in the public school system, have been moving to Stonefountain in droves in an attempt to find a better quality of education. We provide a family atmosphere and small intimate groups, which help learners to express themselves much easier. The unregimented environment is also good to develop character and leadership qualities. If you are struggling at school, then move to Stonefountain today, it will be the wisest move you ever make. PART TIME MATRICS WELCOME,1/2/3, SUBJECTS.8 Church St, Athlone, Cape Town, 7764, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:46 am local time","8 Church St, Athlone, Cape Town, 7764, South Africa"
Western Cape,Northern Suburbs,mylittlebigschool@gmail.com,,,https://saprivateschools.co.za/listing/my-little-big-pre-school/,CAPS,,Western Cape,Grade RR,Grade R,7:00 am - 3:00 pm,"My Little Big School was started in the year 2006 to provide parents with a ""home-school"" alternative. The learners find themselves in an inclusive environment where they receive close individual attention in a small classroom environment. The learners' academic needs are met at the level that they are at and where necessary, individual education programs are set up so that each learner experiences success within their day. The emphasis is on skills development and independent study methods as opposed to the accumulation of facts by rote learning. The curriculum and school terms laid down by the Western Cape Education Department are followed. The content of the curriculum is presented from a Christian rather than a Humanistic viewpoint. English, Maths and Life Orientation are the core learning areas within the Foundation Phase at My Little Big School and all other learning areas are integrated within this programme. In the Intermediate and Senior Phases the learning areas, as laid down by the Western Cape Department of Education, are followed. Where necessary, alternative forms of assessment are implemented within our supportive environment.11 Marlborough Way, Parklands, Cape Town, 7441, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:46 am local time","11 Marlborough Way, Parklands, Cape Town, 7441, South Africa, South Africa"
Eastern Cape,King William's Town,stpschool@yahoo.com,,,https://saprivateschools.co.za/listing/st-thomas-private-high-school/,CAPS,,Eastern Cape,Instagram,YouTube,7:00 am - 3:00 pm,"King Wiilliam's Town make an enquiry St. Thomas Private School is a co-educational, independent school situated in King William's Town, Eastern Cape, South Africa. St. Thomas Private School is a learner-centred school that prides itself on a strong academic curriculum, robust sport programme and an enthusiastically embraced cultural life. St. Thomas Private School is committed to empowering learners to achieve their goals and realize their potential through holistic approach and quality education. The School wants each learner to be inspired, responsible, academically and practically skilled lifelong learners. St. Thomas Private School strives to have a staff and student body that reflects the diversity of South African demography, different socio-economic strata, different religious backgrounds and cultural groups. See King William's Town Schools 10 Queens Rd, Qonce, 5601, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:46 am local time","10 Queens Rd, Qonce, 5601, South Africa"
