Province,Town,Email,Phone,Website,Website1,Gender,Language,Curriculum,GradeMin,GradeMax,OpeningHours,Description,Address
Gauteng,,administration@bluehillscollege.co.za,,,https://saprivateschools.co.za/listing/blue-hills-college/,CAPS,,Gauteng,,,7:00 am - 3:00 pm,"Blue Hills College is a Christian College of the Seventh Day Adventist Faith. At the heart of Adventist education is a belief that children achieve true growth when their mental, physical and spiritual needs are met. Blue Hills College upholds these beliefs. Blue Hills College is respected for its well balanced nurture and development of its learners in a caring and well disciplined environment. At Blue Hills College, we focus on helping learners reach full academic potential, develop Christian faith and moral character and acquire social confidence and responsibility. ? See Midrand area on map to see other schools nearby.16 Village Rd, Blue Hills AH, Midrand, 1685, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:55 am local time","16 Village Rd, Blue Hills AH, Midrand, 1685, South Africa"
Eastern Cape,Port Elizabeth,kabegaps@mweb.co.za,,,https://saprivateschools.co.za/listing/kabega-primary-pre-school/,English,Afrikaans,IEB,Grade RR,Grade R,7:00 am - 3:00 pm,"Welcome to Kabega Unity It is the privilege of the Headmaster, staff, Governing Body? and learners? of Kabega to? inform you of the opportunities? that our school has to offer.? ? Since Kabega? Primary's? inception as a parallel medium school in 1963 the school has grown from small beginnings to a school which now boasts a rich culture and pupil numbers which reached 896 in February 2018. Kabega Primary? has been named after the community it serves. The school emblem is the brainchild of Eric Simpson. The badge symbolizes learning, ambition, vitality, growth, hope, wisdom, knowledge and the trinity that exists between? the? learner, parents and teachers.? Kabega Primary? has numerous modern facilities.? Effective use thereof, in conjunction with scientifically based coaching methods, enables every? child to reach his/her full potential. High, yet realistic academic standards are set.? These go hand in hand with accepted Christian values and moral standards. Participation in sport and cultural activities is an important component of our educational philosophy at Kabega Primary.? It is through participation in these activities that team spirit, co-operation and loyalty are fostered.4 Tulbagh Pl, Van Der Stel, Gqeberha, 6025, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:55 am local time","4 Tulbagh Pl, Van Der Stel, Gqeberha, 6025, South Africa, South Africa"
Western Cape,Knysna,admissions@knysnamontessori.co.za,,,https://saprivateschools.co.za/listing/knysna-montessori-primary-school/,Mathematical Literacy,Mathematics,Accounting,Religion Studies,Business Studies,7:00 am - 3:00 pm,"Knysna Montessori School comprises a Pre-School, Primary School and High School. The High School offers an IEB Matric, as well as boarding for both weekly and termly boarders. Knysna Montessori School was formed in 1997 under the auspices of the BMS Trust when founder, Taddy Beyleveld, extended Montessori Methodology and Philosophy from a Pre-School into a 6-9 year old Primary School Group. Today KMS offers a comprehensive Montessori education, where a child can begin at age 2 in the Pre-school, and emerge at 18 from the High School with an IEB Matric. Knysna Montessori School is registered as an Independent School with the Western Cape Education Department (WCED) and is also Umalusi accredited. The KMS Curriculum covers the requirements of the National Curriculum Statements, using an integrated approach to attain the outcomes and assessment standards set by the Department of Education.Knysna Montessori School, Kanonkop Street, Kanonkop, Knysna, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:55 am local time","Knysna Montessori School, Kanonkop Street, Kanonkop, Knysna, South Africa, South Africa"
Tazneen,Arbor Park,admin@unicornschool.co.za,,,https://saprivateschools.co.za/listing/unicorn-preparatory-school/,Agricultural Sciences,Consumer Studies,Agricultural technology,Engineering Graphics and Design,Electrical Technology,7:00 am - 3:00 pm,"Set in the small and friendly lowveld town of Tzaneen in Limpopo, Unicorn Preparatory School is an English Medium day school. We are driven by an English Christian ethos which encourages integrity, self respect and respect for others. Unicorn caters for boys and girls from Grade R to Grade 7 and we currently have 349 pupils enrolled. See Tzaneen area on map to see other schools nearby.Sirkel Dr, Arbor Park, Tzaneen, 0850, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:55 am local time","Sirkel Dr, Arbor Park, Tzaneen, 0850, South Africa"
Western Cape,Northern Suburbs,admissions@escs.org.za,219 751 980,https://escs.org.za/,https://saprivateschools.co.za/listing/el-shaddai-christian-primary-school/,Cricket,Cross-Country,Fitness & P.E,Choir,Drama,7:00 am - 3:00 pm,"Established in 1993 by El Shaddai Christian Church, the El Shaddai Christian School is an independent, co-educational, Christian School situated amongst the rolling hills of the beautiful green suburb of Durbanville, in Cape Town, South Africa.At El Shaddai Christian School you will discover a dynamic community of faith, engaging in a variety of ventures as we disciple precious Grade 00-12 image bearers. In our pursuit of an abundant, flourishing life, we leave no stone unturned as we educate the mind, train the heart, and form strong bonds of friendship. As followers of Christ we create culture and play sport, reach out through acts of service and eagerly learn how to live confidently and faithfully in the 21st century, leaving a legacy far beyond.There are few things in the world we cherish more than to grow, equip and send. To us it is more than a motto. Discipleship drives our mission, refocuses our vision and defines our values.We want to deliberately disciple students in order for them to grow in their individual identity in Christ as we develop their character.It is essential for us to equip them with a solid academic foundation on which we can build to develop the whole person. We create opportunities so that every student can be equipped with and practice essential 21st Century skills through various vehicles.We nurture their gifting in order for us to send them out as salt and light into all domains of society to advance God’s Kingdom by beingAuthentic Agents of ReconciliationCompassionate LeadersDiligent StewardsDiscerning CommunicatorsEthical InfluencersInnovative Problem-solvers ...and much more.We are simply revitalised by the task at hand and would be thrilled if you visit our website (https://escs.org.za/) to learn more about us.Mother tongue instruction with separate English and Afrikaans classes.Approximately 20 pupils per class which guarantees individual attention.Learning Content based on ""The Character of God"" syllabus.Feedback to parents with detailed reports, termly parent meetings andIn our Primary School, academic development relies on establishing a solid academic foundation to ensure future learning. The Junior Phase uses an integrated approach to learning while focusing on the primary skills of reading, writing and Mathematics. The Senior Phase builds on these essential skills and develops critical thinking and problem solving skills. The educators aim to meet the needs of all students through a differentiated instructional approach to meet their varied needs. In the process of learning we highlight Biblical values to enrich our understanding of content and its application in our world today.Our Culture offering gives students the opportunity to continue to discover, develop and thrive in their God-given talents and abilities. Opportunities exist to build character, develop self confidence, cultivate creativity, promote intellectual, social and emotional skills in a safe environment while we honour God in all that we do.Activities include: Junior Dramatix, Chess, Junior Sanctified, Eazy stitch, Clay Play & Craft club, Junior Production Crew, Music and EisteddfodSport provides an opportunity for students to express their talents, develops and shapes character, grows confidence and enables collaboration to flourish in the dynamic world of sport. We teach the students the discipline to hone their skills and to give of their best trusting that these values will overflow to other areas of their lives.Sporting codes:Athletics; Swimming; Hockey; Netball; Ball skillsSchool Life events provide opportunities to foster creativity, innovation and a celebration of life. In the process we hope to develop a love for our school celebrating each other and enriching the sense of community in El Shaddai Christian School. Activities include civvies and dress-up days that celebrate events like World Book Day and Literacy day. We include cross grade integration, as well as collaboration with the High School. On occasion proceeds raised from these events will be donated to Open Doors, an organisation that reaches out to persecuted Christians in closed countries, to help print and distribute Bibles.Headmaster,Mr Siebert J. Myburgh6 Langeberg Rd, Durbanville, Cape Town, 7550, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:55 am local time","6 Langeberg Rd, Durbanville, Cape Town, 7550, South Africa"
Western Cape,Winelands,info@thedanielacademy.co.za,,,https://saprivateschools.co.za/listing/the-daniel-academy-pre-school/,CAPS,,Western Cape,Grade RR,Grade R,7:00 am - 3:00 pm,"Daniel and his friends, were young people, away from their families and homes, and they stood up for Godly family values while at the same time being good stewards of their bodies and the world they lived in. They refused to succumb to a life of luxury and chose to live responsibly in a hedonistic, pleasure-seeking world. They (especially) Daniel became leaders in all aspects of life, including government, which had an impact on the culture and society they lived in.959 Sir Lowry""s Pass Rd, Helderberg Rural, Cape Town, 7135, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:55 am local time","959 Sir Lowry""s Pass Rd, Helderberg Rural, Cape Town, 7135, South Africa"
Eastern Cape,Grahamstown,admissions@dsgschool.com,0466034300,https://dsgschool.com/,https://saprivateschools.co.za/listing/diocesan-school-for-girls-grahamstown-grade-4-7/,Golf,Hockey,Netball,Tennis,Athletics,7:00 am - 4:30 pm,"At the Diocesan School for Girls, we are passionate about empowering girls with the
competencies and character they may require to achieve their dreams and contribute to their local and global communities as 21st century women.
We prioritise staying abreast of the latest research on innovative education, but we also draw on the practical wisdom gained from a century and a half of institutional experience. DSG provides a safe, inclusive environment where girls can fearlessly
follow their curiosity and learn through discovery and critical thinking and even risk failure with no judgement and only learning as a consequence.
Therefore, we encourage girls to explore the full range of opportunities in academics, sports, the arts, culture, the outdoors, community engagement, travel and leadership.
Our classrooms, stages, sports fields, boarding houses, Chapel and The Monastery outdoor centre are among the vibrant spaces where highly qualified staff work tirelessly to bring out the best in every individual.Here the girls learn about the value of hard work, perseverance, collaboration, sustainability, social justice and delayed gratification.There is something magical about the lifestyle on the DSG campus, probably thanks to the historic architecture, leafy gardens and peaceful smalltown landscape surrounding it. Full-time boarding enables DSG girls to be astonishingly productive and fully immersed in school life. They learn to appreciate the rich diversity of their peers, which
builds resilience and strengthens values of respect, humility, compassion and friendship. Such a busy school life can take its toll and girls are therefore monitored and supported by a Wellness Team that includes the resident pastoral staff in every house,
Chaplain, San sisters, educational psychologist and biokineticist.
We are proud to be custodians of our unique heritage while extending the legacy of the DSG through inclusive, future-minded education, in keeping with our motto ‘En Avant!’.DSG Junior - Grade 4-7DSG Senior - Grade 8-12Worcester St, Grahamstown, Makhanda, 6139, South AfricaMonday7:00 am - 4:30 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:55 am local time","Worcester St, Grahamstown, Makhanda, 6139, South Africa"
Gauteng,Randburg,jdewit@newtonhouse.co.za,,,https://saprivateschools.co.za/listing/newton-house-pre-school/,CAPS,,Gauteng,Grade RR,Grade R,7:00 am - 3:00 pm,"Newton House School is a place where your child is our priority â€” from restoring their self-confidence, to advancing their academic ability and embracing extra-curricular activities.118 C. R. Swart Dr, Boskruin, Johannesburg, 2001, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:56 am local time","118 C. R. Swart Dr, Boskruin, Johannesburg, 2001, South Africa"
Gauteng,Johannesburg,head@thekeyschool.co.za,,,https://saprivateschools.co.za/listing/the-key-pre-school-for-specialised-education/,IEB,,Gauteng,Grade RR,Grade R,7:00 am - 3:00 pm,"This school's description is currently being updated and will appear within the near future.7 Rhodes Ave, Parktown, Johannesburg, 2193, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:56 am local time","7 Rhodes Ave, Parktown, Johannesburg, 2193, South Africa"
Western Cape,Northern Suburbs,info@christgen.co.za,,,https://saprivateschools.co.za/listing/christ-generation-christian-pre-school/,CAPS,,Western Cape,Grade RR,Grade R,7:00 am - 3:00 pm,"The objective of Christ Generation Christian School is to teach the children a proper way of life and to equip them for success. The Bible verse in Proverbs 22:6 say, ""Train up a child in the way he should go; and when he is old, he will not depart from it."" We are doing this by providing a Christ-centred education and high-quality character training to our learners, who will become our leaders of tomorrow. By enrolling your child (ren) in our school, you can be assured that their schooling is grounded in moral values and a Bible based, School of Tomorrow curriculum, which includes Scripture memory passages and references to God and Jesus Christ - all designed to help students develop moral character, a sense of accountability, and wisdom in their lives.C/o 5th Ave &, Weimar Rd, Churchill Estate, Cape Town, 7500, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:56 am local time","C/o 5th Ave &, Weimar Rd, Churchill Estate, Cape Town, 7500, South Africa"
Western Cape,Riebeek-Kasteel,adminrk@carnegiehouse.co.za,,,https://saprivateschools.co.za/listing/carnegie-house-riebeek-kasteel-pre-school/,CAPS,,Western Cape,Facebook,Twitter,7:00 am - 3:00 pm,"Carnegie House Preschool in Riebeek Kasteel and Paarl offers 2 classroom environments - a Toddlers environment for children from 18 month to about 3 years and a Preschool (3 - 6 year) environment for children aged 3 years to 6 years. Both classroom environments are run by experienced staff who uphold the core Montessori principles of independence, respect and freedom within limits. Both the Toddler and Preschool environments are comprehensive, challenging and diverse. In both the Montessori Junior and Senior Primary classroom, the child's questions provide the basis for exploration of the world. The subject matter is relevant to each individual child and provides intrinsic motivation for learning. A Montessori Primary Education does not give the child a collection of trivial facts but rather a vision, an interrelated knowledge and a love of learning.17 Royal St, Riebeeck Kasteel, 7307, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:56 am local time","17 Royal St, Riebeeck Kasteel, 7307, South Africa"
Limpopo,Groblersdal,admin@groblersdalacademy.co.za,,,https://saprivateschools.co.za/listing/groblersdal-academy-primary-school/,Accounting,Music,African Languages,Tourism,Economics,7:00 am - 3:00 pm,"Our Vision At Groblersdal Academy we inspire young minds to be extraordinary. The strength of our faith, our commitment to excellence and diversity takes us beyond the classroom, nurturing proud South African leaders with a global vision. By implementing the latest proven learning and teaching techniques and educational trends, as well as remaining abreast of the latest developments in technology, we aim to equip learners to be self-reliant, fulfilled and innovative thinkers. Our Mission At Groblersdal Academy it is our mission to: Create and maintain a challenging, progressive, holistic and dynamic environment, which equips young South Africans to be skilled in life. Go beyond the classroom in developing young leaders skilled to be global citizens who highly prize integrity, values and morals. Concern ourselves with the school's beliefs that reach beyond the individual components of academy, sport and culture where success ultimately translates into confident, courteous and courageous young adults. Nurture and empower young people to become purposeful, compassionate and inspiring individuals who challenge mediocrity with a desire to serve their fellow man. Act as exemplary role models as a board and as staff by setting a tone of professionalism, commitment and social awareness to education. 1 Syringa St, Groblersdal, 0470, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:56 am local time","1 Syringa St, Groblersdal, 0470, South Africa"
Western Cape,City Bowl,gardensnookpreschool@gmail.com,,,https://saprivateschools.co.za/listing/gardens-nook-pre-school/,IEB,,Western Cape,Grade RR,Grade R,7:00 am - 3:00 pm,"Gardens Nook is a small pre-school operating in Gardens, Cape Town.We cater for children between the ages of 3 and 6. For children entering the Grade R year, parents should be advised that although our Grade R programme does fulfil the necessary criteria for children preparing for Grade 1, it is not currently formally registered with the WCED. We invite you to take some time to browse our website and learn more about the intentions, philosophy and nature of Gardens Nook Pre-School.5 Vriende St, Gardens, Cape Town, 8001, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:56 am local time","5 Vriende St, Gardens, Cape Town, 8001, South Africa"
Kwazulu Natal,North Coast,info@rbcschool.co.za,,,https://saprivateschools.co.za/listing/richards-bay-christian-primary-school/,Religion Studies,Business Studies,Tourism,History,Agricultural Sciences,7:00 am - 3:00 pm,"RBCS is a ministry of the Richards Bay Community Church. Together we coach students, encouraging their academic and spiritual growth every step of the way on their educational journey of discovering their personal destinies. Richards Bay Christian School, Disa Dives, Veld En Vlei, Richards Bay, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:56 am local time","Richards Bay Christian School, Disa Dives, Veld En Vlei, Richards Bay, South Africa, South Africa"
Alberton,Gauteng,admin@crossoverremedial.co.za,,,https://saprivateschools.co.za/listing/cross-over-remedial-high-school/,CAPS,,Alberton,Facebook,Twitter,7:00 am - 3:00 pm,"Cross-Over School is a private Christian school which was established in 2008. We are based in Rispark, Johannesburg South (near Mall of the South). We cater to learners from Grade R to Grade 9. Learners are not receiving the individual attention they so desperately need. They tend to fall behind and are unable to catch up to their peers. Cross-Over aims at providing learners with a safe learning environment and small class settings where learners can develop academically at their own pace. We use CAPS approved textbooks. We pride ourselves on enhancing spelling, reading, and comprehension in all subjects. We aim to provide quality education. We do not label the learners and are constantly encouraging them to grow and develop in all aspects of their lives. A strong work ethic is promoted and rewarded. Some of our learners are mainstreamed, some remain with us for the duration of their primary school years or up to grade 9 and some are redirected to LSEN schools. Each child follows his/her unique path. We involve educational psychologists, speech therapists, and occupational therapists to facilitate the child's development. Our educators' skills are honed so that they develop a more child-centered approach to education. 31A, 198 Springbok Rd, Rispark, Johannesburg, 2053, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 11, 2024 8:56 am local time","31A, 198 Springbok Rd, Rispark, Johannesburg, 2053, South Africa"
